FID,FID_prior_,FireName,FireYear,CalcAcres,DiscDate,parentid,FID_curr_f,FireName_1,FireYear_1,CalcAcre_1,DiscDate_1,parentid_1,pairid,ac,perim_m
2947,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Moving River,2013,34175.699999999997000,6/22/2013 0:00:00,1839,993,32635.980000000000000,132529.299999999990000
2948,1,Sled Roads,1996,4535.699999999999800,6/18/1996 0:00:00,308,1,Moving River,2013,34175.699999999997000,6/22/2013 0:00:00,1839,993,1539.670000000000100,29736.549999999999000
2949,1,Sled Roads,1996,4535.699999999999800,6/18/1996 0:00:00,308,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,994,2996.059999999999900,27793.240000000002000
2950,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Moving River,2013,34175.699999999997000,6/22/2013 0:00:00,1839,994,32635.980000000000000,132529.299999999990000
2951,1,Sled Roads,1996,4535.699999999999800,6/18/1996 0:00:00,308,1,Moving River,2013,34175.699999999997000,6/22/2013 0:00:00,1839,994,1539.670000000000100,29736.549999999999000
2952,1,Sled Roads,1996,4535.699999999999800,6/18/1996 0:00:00,308,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,995,4449.479999999999600,34277.269999999997000
2953,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Bear Creek,2009,50896.900000000001000,6/17/2009 0:00:00,754,995,50810.919999999998000,140879.109999999990000
2954,1,Sled Roads,1996,4535.699999999999800,6/18/1996 0:00:00,308,1,Bear Creek,2009,50896.900000000001000,6/17/2009 0:00:00,754,995,86.260000000000005,6754.590000000000100
2955,1,Sled Roads,1996,4535.699999999999800,6/18/1996 0:00:00,308,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,996,4449.479999999999600,34277.269999999997000
2956,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Bear Creek,2009,50896.900000000001000,6/17/2009 0:00:00,754,996,50810.919999999998000,140879.109999999990000
2957,1,Sled Roads,1996,4535.699999999999800,6/18/1996 0:00:00,308,1,Bear Creek,2009,50896.900000000001000,6/17/2009 0:00:00,754,996,86.260000000000005,6754.590000000000100
2958,1,MINCHUMINA NE-15,1957,7870.300000000000200,6/25/1957 0:00:00,710,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,997,7557.420000000000100,32281.259999999998000
2959,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Moving River,2013,34175.699999999997000,6/22/2013 0:00:00,1839,997,33862.760000000002000,120903.429999999990000
2960,1,MINCHUMINA NE-15,1957,7870.300000000000200,6/25/1957 0:00:00,710,1,Moving River,2013,34175.699999999997000,6/22/2013 0:00:00,1839,997,312.889999999999990,6738.380000000000100
2961,1,TAL SE 80,1990,3353.599999999999900,7/6/1990 0:00:00,264,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,998,2893.020000000000000,35690.559999999998000
2962,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Sandless Lake,2013,59869.000000000000000,6/25/2013 0:00:00,1789,998,59408.709999999999000,197952.260000000010000
2963,1,TAL SE 80,1990,3353.599999999999900,7/6/1990 0:00:00,264,1,Sandless Lake,2013,59869.000000000000000,6/25/2013 0:00:00,1789,998,460.540000000000020,18022.290000000001000
2964,1,JOHNHANSEN LAKE,1968,7526.899999999999600,8/9/1968 0:00:00,1734,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,999,5817.439999999999600,37015.610000000001000
2965,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Moving River,2013,34175.699999999997000,6/22/2013 0:00:00,1839,999,32466.209999999999000,122956.320000000010000
2966,1,JOHNHANSEN LAKE,1968,7526.899999999999600,8/9/1968 0:00:00,1734,1,Moving River,2013,34175.699999999997000,6/22/2013 0:00:00,1839,999,1709.440000000000100,23652.279999999999000
2967,1,Sischu,2002,128974.500000000000000,6/5/2002 0:00:00,877,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1000,122743.880000000000000,146089.720000000000000
2968,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Beaver Log Lakes,2013,64416.099999999999000,6/22/2013 0:00:00,1817,1000,58185.440000000002000,108463.179999999990000
2969,1,Sischu,2002,128974.500000000000000,6/5/2002 0:00:00,877,1,Beaver Log Lakes,2013,64416.099999999999000,6/22/2013 0:00:00,1817,1000,6230.640000000000300,48893.410000000003000
2970,1,Sischu,2002,128974.500000000000000,6/5/2002 0:00:00,877,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1001,122743.880000000000000,146089.720000000000000
2971,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Beaver Log Lakes,2013,64416.099999999999000,6/22/2013 0:00:00,1817,1001,58185.440000000002000,108463.179999999990000
2972,1,Sischu,2002,128974.500000000000000,6/5/2002 0:00:00,877,1,Beaver Log Lakes,2013,64416.099999999999000,6/22/2013 0:00:00,1817,1001,6230.640000000000300,48893.410000000003000
2973,1,Chitsia,2000,9334.399999999999600,6/26/2000 0:00:00,525,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1002,9229.120000000000800,58956.349999999999000
2974,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Sandless Lake,2013,59869.000000000000000,6/25/2013 0:00:00,1789,1002,59763.989999999998000,197037.790000000010000
2975,1,Chitsia,2000,9334.399999999999600,6/26/2000 0:00:00,525,1,Sandless Lake,2013,59869.000000000000000,6/25/2013 0:00:00,1789,1002,105.260000000000010,5651.279999999999700
2976,1,MHM NW 24,1986,12429.799999999999000,7/4/1986 0:00:00,552,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1003,12345.360000000001000,41929.480000000003000
2977,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Spirit Lake,2000,97270.800000000003000,6/10/2000 0:00:00,1237,1003,97186.399999999994000,186806.950000000010000
2978,1,MHM NW 24,1986,12429.799999999999000,7/4/1986 0:00:00,552,1,Spirit Lake,2000,97270.800000000003000,6/10/2000 0:00:00,1237,1003,84.450000000000003,4070.489999999999800
2979,1,JOHNHANSEN LAKE,1968,7526.899999999999600,8/9/1968 0:00:00,1734,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1004,5817.439999999999600,37015.610000000001000
2980,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Moving River,2013,34175.699999999997000,6/22/2013 0:00:00,1839,1004,32466.209999999999000,122956.320000000010000
2981,1,JOHNHANSEN LAKE,1968,7526.899999999999600,8/9/1968 0:00:00,1734,1,Moving River,2013,34175.699999999997000,6/22/2013 0:00:00,1839,1004,1709.440000000000100,23652.279999999999000
2982,1,131492,1991,14644.400000000000000,6/27/1991 0:00:00,1565,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1005,14240.559999999999000,73604.759999999995000
2983,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Sischu,2002,128974.500000000000000,6/5/2002 0:00:00,877,1005,128570.700000000000000,146782.359999999990000
2984,1,131492,1991,14644.400000000000000,6/27/1991 0:00:00,1565,1,Sischu,2002,128974.500000000000000,6/5/2002 0:00:00,877,1005,403.819999999999990,10767.510000000000000
2985,1,TELSITNA RIVER,1958,1387.200000000000000,6/9/1958 0:00:00,1619,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1006,254.819999999999990,6746.100000000000400
2986,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,TAL SW 83,1993,4990.600000000000400,6/4/1993 0:00:00,1488,1006,3858.320000000000200,35903.919999999998000
2987,1,TELSITNA RIVER,1958,1387.200000000000000,6/9/1958 0:00:00,1619,1,TAL SW 83,1993,4990.600000000000400,6/4/1993 0:00:00,1488,1006,1132.329999999999900,10441.889999999999000
2988,1,Bear Fire,1997,1205.599999999999900,7/17/1997 0:00:00,742,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1007,609.110000000000010,12151.600000000000000
2989,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Bear Creek,2009,50896.900000000001000,6/17/2009 0:00:00,754,1007,50300.690000000002000,143443.160000000000000
2990,1,Bear Fire,1997,1205.599999999999900,7/17/1997 0:00:00,742,1,Bear Creek,2009,50896.900000000001000,6/17/2009 0:00:00,754,1007,596.480000000000020,17299.720000000001000
2991,1,TAL SW 83,1993,4990.600000000000400,6/4/1993 0:00:00,1488,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1008,3388.449999999999800,25187.009999999998000
2992,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Sea,2015,111193.899999999990000,6/19/2015 0:00:00,1913,1008,109591.679999999990000,189591.179999999990000
2993,1,TAL SW 83,1993,4990.600000000000400,6/4/1993 0:00:00,1488,1,Sea,2015,111193.899999999990000,6/19/2015 0:00:00,1913,1008,1602.190000000000100,17265.720000000001000
2994,1,TELSITNA RIVER,1958,1387.200000000000000,6/9/1958 0:00:00,1619,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1009,254.819999999999990,6746.100000000000400
2995,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,TAL SW 83,1993,4990.600000000000400,6/4/1993 0:00:00,1488,1009,3858.320000000000200,35903.919999999998000
2996,1,TELSITNA RIVER,1958,1387.200000000000000,6/9/1958 0:00:00,1619,1,TAL SW 83,1993,4990.600000000000400,6/4/1993 0:00:00,1488,1009,1132.329999999999900,10441.889999999999000
2997,1,632010,1986,28045.200000000001000,6/14/1986 0:00:00,331,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1010,25967.380000000001000,88006.860000000001000
2998,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Moving River,2013,34175.699999999997000,6/22/2013 0:00:00,1839,1010,32097.840000000000000,124462.450000000000000
2999,1,632010,1986,28045.200000000001000,6/14/1986 0:00:00,331,1,Moving River,2013,34175.699999999997000,6/22/2013 0:00:00,1839,1010,2077.809999999999900,19798.610000000001000
3000,1,TAL SE 80,1990,3353.599999999999900,7/6/1990 0:00:00,264,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1011,2893.020000000000000,35690.559999999998000
3001,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Sandless Lake,2013,59869.000000000000000,6/25/2013 0:00:00,1789,1011,59408.709999999999000,197952.260000000010000
3002,1,TAL SE 80,1990,3353.599999999999900,7/6/1990 0:00:00,264,1,Sandless Lake,2013,59869.000000000000000,6/25/2013 0:00:00,1789,1011,460.540000000000020,18022.290000000001000
3003,1,UpperWestFork,1999,35776.000000000000000,6/12/1999 0:00:00,1639,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1012,31407.709999999999000,79658.580000000002000
3004,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Porcupine,2004,284593.700000000010000,6/21/2004 0:00:00,1649,1012,280225.380000000000000,318483.479999999980000
3005,1,UpperWestFork,1999,35776.000000000000000,6/12/1999 0:00:00,1639,1,Porcupine,2004,284593.700000000010000,6/21/2004 0:00:00,1649,1012,4368.250000000000000,40635.959999999999000
3006,1,TELSITNA RIVER,1958,1387.200000000000000,6/9/1958 0:00:00,1619,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1013,767.029999999999970,7817.359999999999700
3007,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Sea,2015,111193.899999999990000,6/19/2015 0:00:00,1913,1013,110573.759999999990000,183024.329999999990000
3008,1,TELSITNA RIVER,1958,1387.200000000000000,6/9/1958 0:00:00,1619,1,Sea,2015,111193.899999999990000,6/19/2015 0:00:00,1913,1013,620.120000000000000,7273.380000000000100
3009,1,Bear Fire,1997,1205.599999999999900,7/17/1997 0:00:00,742,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1014,609.110000000000010,12151.600000000000000
3010,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Bear Creek,2009,50896.900000000001000,6/17/2009 0:00:00,754,1014,50300.690000000002000,143443.160000000000000
3011,1,Bear Fire,1997,1205.599999999999900,7/17/1997 0:00:00,742,1,Bear Creek,2009,50896.900000000001000,6/17/2009 0:00:00,754,1014,596.480000000000020,17299.720000000001000
3012,1,Dennison/Taylor,1999,6666.199999999999800,6/12/1999 0:00:00,398,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1015,4871.430000000000300,32631.119999999999000
3013,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Porcupine,2004,284593.700000000010000,6/21/2004 0:00:00,1649,1015,282798.870000000000000,343844.989999999990000
3014,1,Dennison/Taylor,1999,6666.199999999999800,6/12/1999 0:00:00,398,1,Porcupine,2004,284593.700000000010000,6/21/2004 0:00:00,1649,1015,1794.770000000000000,27149.560000000001000
3015,1,MHM NW 24,1986,12429.799999999999000,7/4/1986 0:00:00,552,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1016,12345.360000000001000,41929.480000000003000
3016,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Spirit Lake,2000,97270.800000000003000,6/10/2000 0:00:00,1237,1016,97186.399999999994000,186806.950000000010000
3017,1,MHM NW 24,1986,12429.799999999999000,7/4/1986 0:00:00,552,1,Spirit Lake,2000,97270.800000000003000,6/10/2000 0:00:00,1237,1016,84.450000000000003,4070.489999999999800
3018,1,TAL SE 80,1990,3353.599999999999900,7/6/1990 0:00:00,264,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1017,2893.020000000000000,35690.559999999998000
3019,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Sandless Lake,2013,59869.000000000000000,6/25/2013 0:00:00,1789,1017,59408.709999999999000,197952.260000000010000
3020,1,TAL SE 80,1990,3353.599999999999900,7/6/1990 0:00:00,264,1,Sandless Lake,2013,59869.000000000000000,6/25/2013 0:00:00,1789,1017,460.540000000000020,18022.290000000001000
3021,1,Dennison/Taylor,1999,6666.199999999999800,6/12/1999 0:00:00,398,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1018,4871.430000000000300,32631.119999999999000
3022,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Porcupine,2004,284593.700000000010000,6/21/2004 0:00:00,1649,1018,282798.870000000000000,343844.989999999990000
3023,1,Dennison/Taylor,1999,6666.199999999999800,6/12/1999 0:00:00,398,1,Porcupine,2004,284593.700000000010000,6/21/2004 0:00:00,1649,1018,1794.770000000000000,27149.560000000001000
3024,1,JOHNHANSEN LAKE,1968,7526.899999999999600,8/9/1968 0:00:00,1734,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1019,1037.819999999999900,19739.540000000001000
3025,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,632010,1986,28045.200000000001000,6/14/1986 0:00:00,331,1019,21556.119999999999000,99738.710000000006000
3026,1,JOHNHANSEN LAKE,1968,7526.899999999999600,8/9/1968 0:00:00,1734,1,632010,1986,28045.200000000001000,6/14/1986 0:00:00,331,1019,6489.069999999999700,35817.440000000002000
3027,1,JOHNHANSEN LAKE,1968,7526.899999999999600,8/9/1968 0:00:00,1734,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1020,1037.819999999999900,19739.540000000001000
3028,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,632010,1986,28045.200000000001000,6/14/1986 0:00:00,331,1020,21556.119999999999000,99738.710000000006000
3029,1,JOHNHANSEN LAKE,1968,7526.899999999999600,8/9/1968 0:00:00,1734,1,632010,1986,28045.200000000001000,6/14/1986 0:00:00,331,1020,6489.069999999999700,35817.440000000002000
3030,1,Dennison/Taylor,1999,6666.199999999999800,6/12/1999 0:00:00,398,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1021,4871.430000000000300,32631.119999999999000
3031,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Porcupine,2004,284593.700000000010000,6/21/2004 0:00:00,1649,1021,282798.870000000000000,343844.989999999990000
3032,1,Dennison/Taylor,1999,6666.199999999999800,6/12/1999 0:00:00,398,1,Porcupine,2004,284593.700000000010000,6/21/2004 0:00:00,1649,1021,1794.770000000000000,27149.560000000001000
3033,1,UpperWestFork,1999,35776.000000000000000,6/12/1999 0:00:00,1639,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1022,31407.709999999999000,79658.580000000002000
3034,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Porcupine,2004,284593.700000000010000,6/21/2004 0:00:00,1649,1022,280225.380000000000000,318483.479999999980000
3035,1,UpperWestFork,1999,35776.000000000000000,6/12/1999 0:00:00,1639,1,Porcupine,2004,284593.700000000010000,6/21/2004 0:00:00,1649,1022,4368.250000000000000,40635.959999999999000
3036,1,JOHNHANSEN LAKE,1968,7526.899999999999600,8/9/1968 0:00:00,1734,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1023,5817.439999999999600,37015.610000000001000
3037,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Moving River,2013,34175.699999999997000,6/22/2013 0:00:00,1839,1023,32466.209999999999000,122956.320000000010000
3038,1,JOHNHANSEN LAKE,1968,7526.899999999999600,8/9/1968 0:00:00,1734,1,Moving River,2013,34175.699999999997000,6/22/2013 0:00:00,1839,1023,1709.440000000000100,23652.279999999999000
3039,1,Spirit Lake,2000,97270.800000000003000,6/10/2000 0:00:00,1237,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1024,96197.789999999994000,182565.459999999990000
3040,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Sischu,2002,128974.500000000000000,6/5/2002 0:00:00,877,1024,127901.460000000010000,149492.310000000000000
3041,1,Spirit Lake,2000,97270.800000000003000,6/10/2000 0:00:00,1237,1,Sischu,2002,128974.500000000000000,6/5/2002 0:00:00,877,1024,1073.050000000000000,19576.070000000000000
3042,1,60 Mile,1986,1262.099999999999900,6/15/1986 0:00:00,731,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1025,933.190000000000050,9010.969999999999300
3043,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Porcupine,2004,284593.700000000010000,6/21/2004 0:00:00,1649,1025,284264.700000000010000,344660.179999999990000
3044,1,60 Mile,1986,1262.099999999999900,6/15/1986 0:00:00,731,1,Porcupine,2004,284593.700000000010000,6/21/2004 0:00:00,1649,1025,328.940000000000000,11763.590000000000000
3045,1,TAL SE 80,1990,3353.599999999999900,7/6/1990 0:00:00,264,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1026,2893.020000000000000,35690.559999999998000
3046,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Sandless Lake,2013,59869.000000000000000,6/25/2013 0:00:00,1789,1026,59408.709999999999000,197952.260000000010000
3047,1,TAL SE 80,1990,3353.599999999999900,7/6/1990 0:00:00,264,1,Sandless Lake,2013,59869.000000000000000,6/25/2013 0:00:00,1789,1026,460.540000000000020,18022.290000000001000
3048,1,Dennison/Taylor,1999,6666.199999999999800,6/12/1999 0:00:00,398,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1027,4871.430000000000300,32631.119999999999000
3049,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Porcupine,2004,284593.700000000010000,6/21/2004 0:00:00,1649,1027,282798.870000000000000,343844.989999999990000
3050,1,Dennison/Taylor,1999,6666.199999999999800,6/12/1999 0:00:00,398,1,Porcupine,2004,284593.700000000010000,6/21/2004 0:00:00,1649,1027,1794.770000000000000,27149.560000000001000
3051,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Porcupine,2004,284593.700000000010000,6/21/2004 0:00:00,1649,1028,283514.880000000000000,351529.280000000030000
3052,1,Dennison,1986,1078.800000000000000,7/6/1986 0:00:00,736,1,Porcupine,2004,284593.700000000010000,6/21/2004 0:00:00,1649,1028,1078.760000000000000,9641.170000000000100
3053,1,Spirit Lake,2000,97270.800000000003000,6/10/2000 0:00:00,1237,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1029,96197.789999999994000,182565.459999999990000
3054,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Sischu,2002,128974.500000000000000,6/5/2002 0:00:00,877,1029,127901.460000000010000,149492.310000000000000
