FID,FID_prior_,FireName,FireYear,CalcAcres,DiscDate,parentid,FID_curr_f,FireName_1,FireYear_1,CalcAcre_1,DiscDate_1,parentid_1,pairid,ac,perim_m
11490,1,Sheenjek,1950,153868.399999999990000,12/31/1950 0:00:00,1750,1,832043,1988,120515.600000000010000,6/15/1988 0:00:00,1331,3909,38481.139999999999000,68579.630000000005000
11491,1,CIK E 24,1986,7720.800000000000200,7/6/1986 0:00:00,290,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,3910,7278.710000000000000,51011.000000000000000
11492,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Kevinjik,1999,232605.500000000000000,6/20/1999 0:00:00,1471,3910,232163.410000000000000,677887.500000000000000
11493,1,CIK E 24,1986,7720.800000000000200,7/6/1986 0:00:00,290,1,Kevinjik,1999,232605.500000000000000,6/20/1999 0:00:00,1471,3910,442.069999999999990,18691.419999999998000
11494,1,Sheenjek,1950,153868.399999999990000,12/31/1950 0:00:00,1750,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,3911,112841.720000000000000,178397.709999999990000
11495,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Sheenjek River,2005,113282.000000000000000,6/12/2005 0:00:00,903,3911,72255.279999999999000,128466.320000000010000
11496,1,Sheenjek,1950,153868.399999999990000,12/31/1950 0:00:00,1750,1,Sheenjek River,2005,113282.000000000000000,6/12/2005 0:00:00,903,3911,41026.680000000000000,89173.929999999993000
11497,1,CIK E 24,1986,7720.800000000000200,7/6/1986 0:00:00,290,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,3912,7278.710000000000000,51011.000000000000000
11498,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Kevinjik,1999,232605.500000000000000,6/20/1999 0:00:00,1471,3912,232163.410000000000000,677887.500000000000000
11499,1,CIK E 24,1986,7720.800000000000200,7/6/1986 0:00:00,290,1,Kevinjik,1999,232605.500000000000000,6/20/1999 0:00:00,1471,3912,442.069999999999990,18691.419999999998000
11500,1,CIK E 24,1986,7720.800000000000200,7/6/1986 0:00:00,290,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,3913,7278.710000000000000,51011.000000000000000
11501,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Kevinjik,1999,232605.500000000000000,6/20/1999 0:00:00,1471,3913,232163.410000000000000,677887.500000000000000
11502,1,CIK E 24,1986,7720.800000000000200,7/6/1986 0:00:00,290,1,Kevinjik,1999,232605.500000000000000,6/20/1999 0:00:00,1471,3913,442.069999999999990,18691.419999999998000
11503,1,CIK E 24,1986,7720.800000000000200,7/6/1986 0:00:00,290,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,3914,7278.710000000000000,51011.000000000000000
11504,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Kevinjik,1999,232605.500000000000000,6/20/1999 0:00:00,1471,3914,232163.410000000000000,677887.500000000000000
11505,1,CIK E 24,1986,7720.800000000000200,7/6/1986 0:00:00,290,1,Kevinjik,1999,232605.500000000000000,6/20/1999 0:00:00,1471,3914,442.069999999999990,18691.419999999998000
11506,1,CIK E 24,1986,7720.800000000000200,7/6/1986 0:00:00,290,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,3915,7278.710000000000000,51011.000000000000000
11507,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Kevinjik,1999,232605.500000000000000,6/20/1999 0:00:00,1471,3915,232163.410000000000000,677887.500000000000000
11508,1,CIK E 24,1986,7720.800000000000200,7/6/1986 0:00:00,290,1,Kevinjik,1999,232605.500000000000000,6/20/1999 0:00:00,1471,3915,442.069999999999990,18691.419999999998000
11509,1,832043,1988,120515.600000000010000,6/15/1988 0:00:00,1331,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,3916,103373.690000000000000,139418.980000000010000
11510,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Winter Trail,2004,332096.500000000000000,6/15/2004 0:00:00,904,3916,314954.620000000000000,319761.340000000030000
11511,1,832043,1988,120515.600000000010000,6/15/1988 0:00:00,1331,1,Winter Trail,2004,332096.500000000000000,6/15/2004 0:00:00,904,3916,17141.900000000001000,97113.050000000003000
11512,1,CIK E 24,1986,7720.800000000000200,7/6/1986 0:00:00,290,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,3917,7278.710000000000000,51011.000000000000000
11513,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Kevinjik,1999,232605.500000000000000,6/20/1999 0:00:00,1471,3917,232163.410000000000000,677887.500000000000000
11514,1,CIK E 24,1986,7720.800000000000200,7/6/1986 0:00:00,290,1,Kevinjik,1999,232605.500000000000000,6/20/1999 0:00:00,1471,3917,442.069999999999990,18691.419999999998000
11515,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Winter Trail,2004,332096.500000000000000,6/15/2004 0:00:00,904,3918,322496.179999999990000,379305.859999999990000
11516,1,FYU NE 22,1988,9600.299999999999300,7/4/1988 0:00:00,1442,1,Winter Trail,2004,332096.500000000000000,6/15/2004 0:00:00,904,3918,9600.340000000000100,37124.739999999998000
11517,1,Venetie,1950,600995.699999999950000,5/24/1950 0:00:00,845,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,3919,433194.200000000010000,865950.209999999960000
11518,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Pingo,2004,403993.299999999990000,6/15/2004 0:00:00,1025,3919,236191.799999999990000,454242.729999999980000
11519,1,Venetie,1950,600995.699999999950000,5/24/1950 0:00:00,845,1,Pingo,2004,403993.299999999990000,6/15/2004 0:00:00,1025,3919,167801.510000000010000,360818.770000000020000
11520,1,Sheenjek,1950,153868.399999999990000,12/31/1950 0:00:00,1750,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,3920,142903.200000000010000,144216.280000000000000
11521,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,SMALL LAKE S-16,1958,30723.099999999999000,7/21/1958 0:00:00,110,3920,19757.849999999999000,54800.800000000003000
11522,1,Sheenjek,1950,153868.399999999990000,12/31/1950 0:00:00,1750,1,SMALL LAKE S-16,1958,30723.099999999999000,7/21/1958 0:00:00,110,3920,10965.209999999999000,36191.190000000002000
11523,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Winter Trail,2004,332096.500000000000000,6/15/2004 0:00:00,904,3921,328175.380000000000000,371634.859999999990000
11524,1,FYU NE 22,1988,3921.099999999999900,6/30/1988 0:00:00,1439,1,Winter Trail,2004,332096.500000000000000,6/15/2004 0:00:00,904,3921,3921.139999999999900,29453.740000000002000
11525,1,Venetie,1950,600995.699999999950000,5/24/1950 0:00:00,845,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,3922,433194.200000000010000,865950.209999999960000
11526,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Pingo,2004,403993.299999999990000,6/15/2004 0:00:00,1025,3922,236191.799999999990000,454242.729999999980000
11527,1,Venetie,1950,600995.699999999950000,5/24/1950 0:00:00,845,1,Pingo,2004,403993.299999999990000,6/15/2004 0:00:00,1025,3922,167801.510000000010000,360818.770000000020000
11528,1,Sheenjek,1950,153868.399999999990000,12/31/1950 0:00:00,1750,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,3923,146902.440000000000000,129035.410000000000000
11529,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,FYU NE 50,1988,119960.200000000000000,6/27/1988 0:00:00,846,3923,112994.240000000010000,324363.799999999990000
11530,1,Sheenjek,1950,153868.399999999990000,12/31/1950 0:00:00,1750,1,FYU NE 50,1988,119960.200000000000000,6/27/1988 0:00:00,846,3923,6965.970000000000300,38565.800000000003000
11531,1,Sheenjek,1950,153868.399999999990000,12/31/1950 0:00:00,1750,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,3924,115387.270000000000000,139135.290000000010000
11532,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,832043,1988,120515.600000000010000,6/15/1988 0:00:00,1331,3924,82034.449999999997000,125378.560000000000000
11533,1,Sheenjek,1950,153868.399999999990000,12/31/1950 0:00:00,1750,1,832043,1988,120515.600000000010000,6/15/1988 0:00:00,1331,3924,38481.139999999999000,68579.630000000005000
11534,1,Venetie,1950,600995.699999999950000,5/24/1950 0:00:00,845,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,3925,433194.200000000010000,865950.209999999960000
11535,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Pingo,2004,403993.299999999990000,6/15/2004 0:00:00,1025,3925,236191.799999999990000,454242.729999999980000
11536,1,Venetie,1950,600995.699999999950000,5/24/1950 0:00:00,845,1,Pingo,2004,403993.299999999990000,6/15/2004 0:00:00,1025,3925,167801.510000000010000,360818.770000000020000
11537,1,FYU NE 50,1988,119960.200000000000000,6/27/1988 0:00:00,846,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,3926,113370.330000000000000,338839.030000000030000
11538,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Rock Slough,2009,62313.400000000001000,6/30/2009 0:00:00,796,3926,55723.470000000001000,321927.130000000000000
11539,1,FYU NE 50,1988,119960.200000000000000,6/27/1988 0:00:00,846,1,Rock Slough,2009,62313.400000000001000,6/30/2009 0:00:00,796,3926,6589.890000000000300,110016.880000000000000
11540,1,Venetie,1950,600995.699999999950000,5/24/1950 0:00:00,845,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,3927,599608.380000000000000,903549.329999999960000
11541,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Crater Creek,2013,1634.000000000000000,8/4/2013 0:00:00,1794,3927,246.680000000000010,5193.159999999999900
11542,1,Venetie,1950,600995.699999999950000,5/24/1950 0:00:00,845,1,Crater Creek,2013,1634.000000000000000,8/4/2013 0:00:00,1794,3927,1387.329999999999900,10391.910000000000000
11543,1,Venetie,1950,600995.699999999950000,5/24/1950 0:00:00,845,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,3928,594925.920000000040000,904663.550000000050000
11544,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,MOUNTAIN CREEK,1969,17336.400000000001000,7/12/1969 0:00:00,5,3928,11266.610000000001000,36723.800000000003000
11545,1,Venetie,1950,600995.699999999950000,5/24/1950 0:00:00,845,1,MOUNTAIN CREEK,1969,17336.400000000001000,7/12/1969 0:00:00,5,3928,6069.779999999999700,37941.489999999998000
11546,1,FYU NE 50,1988,119960.200000000000000,6/27/1988 0:00:00,846,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,3929,113370.330000000000000,338839.030000000030000
11547,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Rock Slough,2009,62313.400000000001000,6/30/2009 0:00:00,796,3929,55723.470000000001000,321927.130000000000000
11548,1,FYU NE 50,1988,119960.200000000000000,6/27/1988 0:00:00,846,1,Rock Slough,2009,62313.400000000001000,6/30/2009 0:00:00,796,3929,6589.890000000000300,110016.880000000000000
11549,1,SMALL LAKE S-16,1958,30723.099999999999000,7/21/1958 0:00:00,110,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,3930,29046.919999999998000,61207.379999999997000
11550,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,FYU NE 50,1988,119960.200000000000000,6/27/1988 0:00:00,846,3930,118284.080000000000000,323974.289999999980000
11551,1,SMALL LAKE S-16,1958,30723.099999999999000,7/21/1958 0:00:00,110,1,FYU NE 50,1988,119960.200000000000000,6/27/1988 0:00:00,846,3930,1676.140000000000100,61010.160000000003000
11552,1,FYU NE 50,1988,119960.200000000000000,6/27/1988 0:00:00,846,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,3931,113370.330000000000000,338839.030000000030000
11553,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Rock Slough,2009,62313.400000000001000,6/30/2009 0:00:00,796,3931,55723.470000000001000,321927.130000000000000
11554,1,FYU NE 50,1988,119960.200000000000000,6/27/1988 0:00:00,846,1,Rock Slough,2009,62313.400000000001000,6/30/2009 0:00:00,796,3931,6589.890000000000300,110016.880000000000000
11555,1,Venetie,1950,600995.699999999950000,5/24/1950 0:00:00,845,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,3932,599023.239999999990000,894853.329999999960000
11556,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Winter Trail,2004,332096.500000000000000,6/15/2004 0:00:00,904,3932,330124.049999999990000,345073.650000000020000
11557,1,Venetie,1950,600995.699999999950000,5/24/1950 0:00:00,845,1,Winter Trail,2004,332096.500000000000000,6/15/2004 0:00:00,904,3932,1972.470000000000000,16951.700000000001000
11558,1,Venetie,1950,600995.699999999950000,5/24/1950 0:00:00,845,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,3933,584628.709999999960000,965978.560000000060000
11559,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Cornucopia Creek,2003,52912.839999999997000,6/29/2003 0:00:00,1118,3933,36545.830000000002000,181782.320000000010000
11560,1,Venetie,1950,600995.699999999950000,5/24/1950 0:00:00,845,1,Cornucopia Creek,2003,52912.839999999997000,6/29/2003 0:00:00,1118,3933,16367.000000000000000,119735.880000000000000
11561,1,Pingo,2004,403993.299999999990000,6/15/2004 0:00:00,1025,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,3934,402525.620000000000000,429158.380000000000000
11562,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Crater Creek,2013,1634.000000000000000,8/4/2013 0:00:00,1794,3934,166.310000000000000,4285.340000000000100
11563,1,Pingo,2004,403993.299999999990000,6/15/2004 0:00:00,1025,1,Crater Creek,2013,1634.000000000000000,8/4/2013 0:00:00,1794,3934,1467.690000000000100,10595.559999999999000
11564,1,SMALL LAKE S-16,1958,30723.099999999999000,7/21/1958 0:00:00,110,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,3935,29046.919999999998000,61207.379999999997000
11565,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,FYU NE 50,1988,119960.200000000000000,6/27/1988 0:00:00,846,3935,118284.080000000000000,323974.289999999980000
11566,1,SMALL LAKE S-16,1958,30723.099999999999000,7/21/1958 0:00:00,110,1,FYU NE 50,1988,119960.200000000000000,6/27/1988 0:00:00,846,3935,1676.140000000000100,61010.160000000003000
11567,1,Venetie,1950,600995.699999999950000,5/24/1950 0:00:00,845,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,3936,433194.200000000010000,865950.209999999960000
11568,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Pingo,2004,403993.299999999990000,6/15/2004 0:00:00,1025,3936,236191.799999999990000,454242.729999999980000
11569,1,Venetie,1950,600995.699999999950000,5/24/1950 0:00:00,845,1,Pingo,2004,403993.299999999990000,6/15/2004 0:00:00,1025,3936,167801.510000000010000,360818.770000000020000
11570,1,Cornucopia Creek,2003,52912.839999999997000,6/29/2003 0:00:00,1118,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,3937,52096.260000000002000,248254.290000000010000
11571,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Pingo,2004,403993.299999999990000,6/15/2004 0:00:00,1025,3937,403176.739999999990000,424207.810000000000000
11572,1,Cornucopia Creek,2003,52912.839999999997000,6/29/2003 0:00:00,1118,1,Pingo,2004,403993.299999999990000,6/15/2004 0:00:00,1025,3937,816.570000000000050,106476.870000000000000
11573,1,FYU NE 50,1988,119960.200000000000000,6/27/1988 0:00:00,846,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,3938,113370.330000000000000,338839.030000000030000
11574,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Rock Slough,2009,62313.400000000001000,6/30/2009 0:00:00,796,3938,55723.470000000001000,321927.130000000000000
11575,1,FYU NE 50,1988,119960.200000000000000,6/27/1988 0:00:00,846,1,Rock Slough,2009,62313.400000000001000,6/30/2009 0:00:00,796,3938,6589.890000000000300,110016.880000000000000
11576,1,Cornucopia Creek,2003,52912.839999999997000,6/29/2003 0:00:00,1118,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,3939,52096.260000000002000,248254.290000000010000
11577,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Pingo,2004,403993.299999999990000,6/15/2004 0:00:00,1025,3939,403176.739999999990000,424207.810000000000000
11578,1,Cornucopia Creek,2003,52912.839999999997000,6/29/2003 0:00:00,1118,1,Pingo,2004,403993.299999999990000,6/15/2004 0:00:00,1025,3939,816.570000000000050,106476.870000000000000
11579,1,Sheenjek,1950,153868.399999999990000,12/31/1950 0:00:00,1750,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,3940,115387.270000000000000,139135.290000000010000
11580,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,832043,1988,120515.600000000010000,6/15/1988 0:00:00,1331,3940,82034.449999999997000,125378.560000000000000
11581,1,Sheenjek,1950,153868.399999999990000,12/31/1950 0:00:00,1750,1,832043,1988,120515.600000000010000,6/15/1988 0:00:00,1331,3940,38481.139999999999000,68579.630000000005000
11582,1,Cornucopia Creek,2003,52912.839999999997000,6/29/2003 0:00:00,1118,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,3941,52096.260000000002000,248254.290000000010000
11583,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Pingo,2004,403993.299999999990000,6/15/2004 0:00:00,1025,3941,403176.739999999990000,424207.810000000000000
11584,1,Cornucopia Creek,2003,52912.839999999997000,6/29/2003 0:00:00,1118,1,Pingo,2004,403993.299999999990000,6/15/2004 0:00:00,1025,3941,816.570000000000050,106476.870000000000000
11585,1,Venetie,1950,600995.699999999950000,5/24/1950 0:00:00,845,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,3942,584628.709999999960000,965978.560000000060000
11586,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Cornucopia Creek,2003,52912.839999999997000,6/29/2003 0:00:00,1118,3942,36545.830000000002000,181782.320000000010000
11587,1,Venetie,1950,600995.699999999950000,5/24/1950 0:00:00,845,1,Cornucopia Creek,2003,52912.839999999997000,6/29/2003 0:00:00,1118,3942,16367.000000000000000,119735.880000000000000
11588,1,832043,1988,120515.600000000010000,6/15/1988 0:00:00,1331,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,3943,103373.690000000000000,139418.980000000010000
11589,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Winter Trail,2004,332096.500000000000000,6/15/2004 0:00:00,904,3943,314954.620000000000000,319761.340000000030000
11590,1,832043,1988,120515.600000000010000,6/15/1988 0:00:00,1331,1,Winter Trail,2004,332096.500000000000000,6/15/2004 0:00:00,904,3943,17141.900000000001000,97113.050000000003000
11591,1,Venetie,1950,600995.699999999950000,5/24/1950 0:00:00,845,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,3944,584628.709999999960000,965978.560000000060000
11592,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Cornucopia Creek,2003,52912.839999999997000,6/29/2003 0:00:00,1118,3944,36545.830000000002000,181782.320000000010000
11593,1,Venetie,1950,600995.699999999950000,5/24/1950 0:00:00,845,1,Cornucopia Creek,2003,52912.839999999997000,6/29/2003 0:00:00,1118,3944,16367.000000000000000,119735.880000000000000
11594,1,Cornucopia Creek,2003,52912.839999999997000,6/29/2003 0:00:00,1118,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,3945,52096.260000000002000,248254.290000000010000
11595,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Pingo,2004,403993.299999999990000,6/15/2004 0:00:00,1025,3945,403176.739999999990000,424207.810000000000000
11596,1,Cornucopia Creek,2003,52912.839999999997000,6/29/2003 0:00:00,1118,1,Pingo,2004,403993.299999999990000,6/15/2004 0:00:00,1025,3945,816.570000000000050,106476.870000000000000
11597,1,Venetie,1950,600995.699999999950000,5/24/1950 0:00:00,845,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,3946,594925.920000000040000,904663.550000000050000
11598,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,MOUNTAIN CREEK,1969,17336.400000000001000,7/12/1969 0:00:00,5,3946,11266.610000000001000,36723.800000000003000
11599,1,Venetie,1950,600995.699999999950000,5/24/1950 0:00:00,845,1,MOUNTAIN CREEK,1969,17336.400000000001000,7/12/1969 0:00:00,5,3946,6069.779999999999700,37941.489999999998000
11600,1,SMALL LAKE S-16,1958,30723.099999999999000,7/21/1958 0:00:00,110,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,3947,29046.919999999998000,61207.379999999997000
11601,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,FYU NE 50,1988,119960.200000000000000,6/27/1988 0:00:00,846,3947,118284.080000000000000,323974.289999999980000
11602,1,SMALL LAKE S-16,1958,30723.099999999999000,7/21/1958 0:00:00,110,1,FYU NE 50,1988,119960.200000000000000,6/27/1988 0:00:00,846,3947,1676.140000000000100,61010.160000000003000
11603,1,Venetie,1950,600995.699999999950000,5/24/1950 0:00:00,845,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,3948,433194.200000000010000,865950.209999999960000
11604,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Pingo,2004,403993.299999999990000,6/15/2004 0:00:00,1025,3948,236191.799999999990000,454242.729999999980000
11605,1,Venetie,1950,600995.699999999950000,5/24/1950 0:00:00,845,1,Pingo,2004,403993.299999999990000,6/15/2004 0:00:00,1025,3948,167801.510000000010000,360818.770000000020000
11606,1,Venetie,1950,600995.699999999950000,5/24/1950 0:00:00,845,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,3949,594925.920000000040000,904663.550000000050000
11607,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,MOUNTAIN CREEK,1969,17336.400000000001000,7/12/1969 0:00:00,5,3949,11266.610000000001000,36723.800000000003000
11608,1,Venetie,1950,600995.699999999950000,5/24/1950 0:00:00,845,1,MOUNTAIN CREEK,1969,17336.400000000001000,7/12/1969 0:00:00,5,3949,6069.779999999999700,37941.489999999998000
11609,1,Venetie,1950,600995.699999999950000,5/24/1950 0:00:00,845,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,3950,584628.709999999960000,965978.560000000060000
11610,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Cornucopia Creek,2003,52912.839999999997000,6/29/2003 0:00:00,1118,3950,36545.830000000002000,181782.320000000010000
11611,1,Venetie,1950,600995.699999999950000,5/24/1950 0:00:00,845,1,Cornucopia Creek,2003,52912.839999999997000,6/29/2003 0:00:00,1118,3950,16367.000000000000000,119735.880000000000000
11612,1,Venetie,1950,600995.699999999950000,5/24/1950 0:00:00,845,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,3951,584628.709999999960000,965978.560000000060000
11613,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Cornucopia Creek,2003,52912.839999999997000,6/29/2003 0:00:00,1118,3951,36545.830000000002000,181782.320000000010000
11614,1,Venetie,1950,600995.699999999950000,5/24/1950 0:00:00,845,1,Cornucopia Creek,2003,52912.839999999997000,6/29/2003 0:00:00,1118,3951,16367.000000000000000,119735.880000000000000
11615,1,Venetie,1950,600995.699999999950000,5/24/1950 0:00:00,845,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,3952,584628.709999999960000,965978.560000000060000
11616,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Cornucopia Creek,2003,52912.839999999997000,6/29/2003 0:00:00,1118,3952,36545.830000000002000,181782.320000000010000
11617,1,Venetie,1950,600995.699999999950000,5/24/1950 0:00:00,845,1,Cornucopia Creek,2003,52912.839999999997000,6/29/2003 0:00:00,1118,3952,16367.000000000000000,119735.880000000000000
11618,1,FYU NE 50,1988,119960.200000000000000,6/27/1988 0:00:00,846,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,3953,113370.330000000000000,338839.030000000030000
11619,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Rock Slough,2009,62313.400000000001000,6/30/2009 0:00:00,796,3953,55723.470000000001000,321927.130000000000000
11620,1,FYU NE 50,1988,119960.200000000000000,6/27/1988 0:00:00,846,1,Rock Slough,2009,62313.400000000001000,6/30/2009 0:00:00,796,3953,6589.890000000000300,110016.880000000000000
11621,1,FYU NE 50,1988,119960.200000000000000,6/27/1988 0:00:00,846,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,3954,113370.330000000000000,338839.030000000030000
11622,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Rock Slough,2009,62313.400000000001000,6/30/2009 0:00:00,796,3954,55723.470000000001000,321927.130000000000000
11623,1,FYU NE 50,1988,119960.200000000000000,6/27/1988 0:00:00,846,1,Rock Slough,2009,62313.400000000001000,6/30/2009 0:00:00,796,3954,6589.890000000000300,110016.880000000000000
11624,1,Sheenjek,1950,153868.399999999990000,12/31/1950 0:00:00,1750,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,3955,142903.200000000010000,144216.280000000000000
11625,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,SMALL LAKE S-16,1958,30723.099999999999000,7/21/1958 0:00:00,110,3955,19757.849999999999000,54800.800000000003000
11626,1,Sheenjek,1950,153868.399999999990000,12/31/1950 0:00:00,1750,1,SMALL LAKE S-16,1958,30723.099999999999000,7/21/1958 0:00:00,110,3955,10965.209999999999000,36191.190000000002000
11627,1,Rock Slough,1943,5632.699999999999800,6/19/1943 0:00:00,32,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,3956,5394.430000000000300,29122.169999999998000
11628,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,FYU NE 50,1988,119960.200000000000000,6/27/1988 0:00:00,846,3956,119721.950000000000000,317865.200000000010000
11629,1,Rock Slough,1943,5632.699999999999800,6/19/1943 0:00:00,32,1,FYU NE 50,1988,119960.200000000000000,6/27/1988 0:00:00,846,3956,238.270000000000010,8107.550000000000200
11630,1,Venetie,1950,600995.699999999950000,5/24/1950 0:00:00,845,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,3957,599023.239999999990000,894853.329999999960000
11631,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Winter Trail,2004,332096.500000000000000,6/15/2004 0:00:00,904,3957,330124.049999999990000,345073.650000000020000
11632,1,Venetie,1950,600995.699999999950000,5/24/1950 0:00:00,845,1,Winter Trail,2004,332096.500000000000000,6/15/2004 0:00:00,904,3957,1972.470000000000000,16951.700000000001000
11633,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Rock Slough,2009,62313.400000000001000,6/30/2009 0:00:00,796,3958,56680.660000000003000,368189.719999999970000
11634,1,Rock Slough,1943,5632.699999999999800,6/19/1943 0:00:00,32,1,Rock Slough,2009,62313.400000000001000,6/30/2009 0:00:00,796,3958,5632.699999999999800,27205.459999999999000
11635,1,FYU NE 50,1988,119960.200000000000000,6/27/1988 0:00:00,846,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,3959,113370.330000000000000,338839.030000000030000
11636,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Rock Slough,2009,62313.400000000001000,6/30/2009 0:00:00,796,3959,55723.470000000001000,321927.130000000000000
11637,1,FYU NE 50,1988,119960.200000000000000,6/27/1988 0:00:00,846,1,Rock Slough,2009,62313.400000000001000,6/30/2009 0:00:00,796,3959,6589.890000000000300,110016.880000000000000
11638,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,1,Rock Slough,2009,62313.400000000001000,6/30/2009 0:00:00,796,3960,56680.660000000003000,368189.719999999970000
11639,1,Rock Slough,1943,5632.699999999999800,6/19/1943 0:00:00,32,1,Rock Slough,2009,62313.400000000001000,6/30/2009 0:00:00,796,3960,5632.699999999999800,27205.459999999999000
11640,1,Rock Slough,1943,5632.699999999999800,6/19/1943 0:00:00,32,-1, , ,0.000000000000000,12/30/1899 0:00:00,0,3961,5394.430000000000300,29122.169999999998000
