FID,name,year,acres,date,parentid
0,Kandik River,2005,154431.6,6/11/2005 0:00,0
1,HULT CREEK,1968,5317.6,7/26/1968 0:00,1
2,HAYSTACK MT,1968,20127.5,7/23/1968 0:00,2
3,LAWSON,1969,8129.8,7/14/1969 0:00,3
4,CALICO BLUFF,1969,25658.8,6/22/1969 0:00,4
5,MOUNTAIN CREEK,1969,17336.4,7/12/1969 0:00,5
6,Big Creek,1999,28634,6/27/1999 0:00,6
7,BEAVER CREEK,1967,5452.7,6/19/1967 0:00,7
8,BEAR MT,1966,57183.9,8/8/1966 0:00,8
9,PUPIK HILLS,1971,1956.8,6/25/1971 0:00,9
10,LONE MTN. W-15,1955,8240.2,7/26/1955 0:00,10
11,BETTLES #2,1959,15552.7,6/28/1959 0:00,11
12,PAH RIVER,1972,91892.5,7/8/1972 0:00,12
13,331639,1993,3619.7,7/19/1993 0:00,13
14,NABESNA,1993,3405.9,7/19/1993 0:00,14
15,WIEN LAKE,1968,27130.2,7/23/1968 0:00,15
16,TAL SW 65,1988,1079.1,7/16/1988 0:00,16
17,IN-ALASKA,1954,10772.2,8/10/1954 0:00,17
18,POLE,1993,11538.1,7/19/1993 0:00,18
19,Bakatigikh Mountain,2005,11736.5,6/16/2005 0:00,19
20,GAL SW 94,1994,5837.7,6/9/1994 0:00,20
21,INNOKO #2,1957,77494.5,6/25/1957 0:00,21
22,BONEY,1969,4115.7,7/19/1969 0:00,22
23,Eska,1942,13388.3,5/8/1942 0:00,23
24,Road Commission,1942,6437.6,5/13/1942 0:00,24
25,NIGIKMIGOON,1972,7295.3,7/9/1972 0:00,25
26,Yetna River,2002,80991.4,7/18/2002 0:00,26
27,SHAKTOLIK,1957,11909.9,6/10/1957 0:00,27
28,HALFWAY ROADHOUSE,1957,94818.7,6/8/1957 0:00,28
29,BEAVER #40,1954,3663.3,6/7/1954 0:00,29
30,9 MILE SLOUGH,1968,4320.7,7/23/1968 0:00,30
31,Big Creek,1999,1472,7/12/1999 0:00,31
32,Rock Slough,1943,5632.7,6/19/1943 0:00,32
33,Batza,1946,15202,7/20/1946 0:00,33
34,631588 Antelope Cr.,1996,8988.6,7/5/1996 0:00,34
35,TANANA E-17,1959,1695.1,6/19/1959 0:00,35
36,TELSITNA #2,1959,3276.6,6/19/1959 0:00,36
37,Tozitna River,2005,57723.9,7/29/2005 0:00,37
38,Coffee Can Lake,2007,39795.5,7/5/2007 0:00,38
39,Negeethluk River,2006,57314.5,5/31/2006 0:00,39
40,TAL NE 37,1991,20363.8,6/29/1991 0:00,40
41,Fork,1991,4056.9,6/29/1991 0:00,41
42,BearPaw  Mt.,2000,36777.2,6/24/2000 0:00,42
43,Spike SE 6,1988,2377.7,6/30/1988 0:00,43
44,LIV N 18,1991,48564.7,6/22/1991 0:00,44
45,PAH RIVER,1959,4156.9,6/21/1959 0:00,45
46,100 Mile Creek,1996,79732.8,5/29/1996 0:00,46
47,Frozen Calf,1996,2546.4,6/17/1996 0:00,47
48,YUKON,1972,2295.9,7/31/1972 0:00,48
49,OLD WOMAN,1976,1545.7,6/14/1976 0:00,49
50,Wild,2007,2119.7,7/8/2007 0:00,50
51,Jagged Ridge,2009,53889.4,7/26/2009 0:00,51
52,MAXIM,1972,2092.7,7/8/1972 0:00,52
53,VREELAND,1967,3320.3,5/29/1967 0:00,53
54,X-MAS CREEK,1968,6661.2,7/23/1968 0:00,54
55,BETTLES #1,1959,3878.1,6/28/1959 0:00,55
56,BETTLES #5,1959,2456.3,6/28/1959 0:00,56
57,CLOUDY MT,1972,2129.8,7/8/1972 0:00,57
58,Uvgoon Creek #2,1999,88640.2,6/26/1999 0:00,58
59,Edwards Creek,2004,278116,6/14/2004 0:00,59
60,Wellesley,1991,18768.1,6/21/1991 0:00,60
61,WALSH,1956,12014.3,6/14/1956 0:00,61
62,Beaver Creek #1,2005,7099.9,6/17/2005 0:00,62
63,Pah River Flats,2005,1151.5,6/16/2005 0:00,63
64,BEAR,1969,388814.4,6/21/1969 0:00,64
65,7 MILE ISLE,1968,2698.5,7/23/1968 0:00,65
66,FUNNEL CREEK,1967,4664.9,6/17/1967 0:00,66
67,TAKOTNA,1957,18215.7,6/27/1957 0:00,67
68,BLACK RIVER,1967,3457.5,6/19/1967 0:00,68
69,DUNE LAKE,1981,147524.2,5/18/1981 0:00,69
70,Wilson Camp,1981,14884.8,6/17/1981 0:00,70
71,ALATNA,1954,18906.4,7/19/1954 0:00,71
72,GINGER,1974,4728.8,6/23/1974 0:00,72
73,Talbiksok,2005,82123,8/2/2005 0:00,73
74,MONTAUK BLUFF,1969,15783,6/23/1969 0:00,74
75,REDOUBT,1972,1390.3,7/13/1972 0:00,75
76,KAN,1971,22786,6/21/1971 0:00,76
77,DIAMOND,1972,1397,7/14/1972 0:00,77
78,COLLINS,1969,20625.3,7/8/1969 0:00,78
79,ANDREAFSKY RIVER,1962,1040.3,7/19/1962 0:00,79
80,South Kotol MT.,1953,10406.6,7/28/1953 0:00,80
81,Mile 53 Taylor Fire,1953,15228.9,5/31/1953 0:00,81
82,SNO WHITE,1974,3899,6/21/1974 0:00,82
83,SPARREVOHN #3,1957,14064,6/8/1957 0:00,83
84,832015,1988,558929,6/11/1988 0:00,84
85,CEM E 55,1991,37833.5,6/25/1991 0:00,85
86,Porcupine,2003,1195.1,6/14/2003 0:00,86
87,SPARREVOHN #4,1957,6436.9,6/8/1957 0:00,87
88,HADWEEZIC,1974,2488,8/3/1974 0:00,88
89,Menotl East,2005,15814.3,7/26/2005 0:00,89
90,531028,1985,1216.9,8/1/1985 0:00,90
91,Live Trap Lake,2009,1664.9,5/25/2009 0:00,91
92,Unknown,2009,2800.3,5/26/2009 0:00,92
93,Beaver Creek Fire,1953,14058.7,7/27/1953 0:00,93
94,LAKE CREEK,1969,58413,7/9/1969 0:00,94
95,Coleen Mountain,2005,114814.1,7/24/2005 0:00,95
96,SND DUNE W 3,1981,4300.3,6/17/1981 0:00,96
97,Tanacross Fire,1947,1827.8,7/21/1947 0:00,97
98,BRIDGE,1972,239326.1,7/13/1972 0:00,98
99,KANDIK,1958,25261.7,6/4/1958 0:00,99
100,LANDING,1972,2042.9,7/11/1972 0:00,100
101,SHEEHIJEK #1,1959,9582.1,6/25/1959 0:00,101
102,HOLANADA CREEK,1969,614642.4,6/21/1969 0:00,102
103,VENETIE N-15,1957,17281.3,6/15/1957 0:00,103
104,KAIYAK,1972,5576.4,7/13/1972 0:00,104
105,IDITAROD SW-8,1957,1255.5,6/12/1957 0:00,105
106,GOLDSTREAM #1,1958,2965.5,5/30/1958 0:00,106
107,MINCHUMINA NW-25,1958,26103.1,6/2/1958 0:00,107
108,BONE CREEK,1958,2017,6/4/1958 0:00,108
109,FAIRBANKS CREEK NE-7,1958,23208.2,6/3/1958 0:00,109
110,SMALL LAKE S-16,1958,30723.1,7/21/1958 0:00,110
111,FROZEN FOOT,1993,1097.5,7/20/1993 0:00,111
112,HUGGINS ISLAND W-10,1959,8792,6/21/1959 0:00,112
113,HUGHES N-9,1959,3908.3,6/20/1959 0:00,113
114,732076,1987,38571.1,6/24/1987 0:00,114
115,40 Mile Yukon,1953,168727.7,7/30/1953 0:00,115
116,Jeannes Lake,2010,17080.6,5/27/2010 0:00,116
117,Mississippi,2013,67424.7,5/30/2013 0:00,117
118,Birch Creek,2013,24923.5,7/3/2013 0:00,118
119,Evaingiknuk,2010,5297.9,7/2/2010 0:00,119
120,Fryingpan Creek,2010,2707.1,5/25/2010 0:00,120
121,Mississippi Impact Area,2010,3968.7,5/17/2010 0:00,121
122,STONEY RIVER,1959,7904.6,6/22/1959 0:00,122
123,TAYLOR MTN SE 10,1959,3622.6,6/22/1959 0:00,123
124,LIVENGOOD SW-10,1958,4889.6,6/4/1958 0:00,124
125,South Schwatka,2010,1053.9,5/27/2010 0:00,125
126,Big Fish Lake,2013,1064.5,7/15/2013 0:00,126
127,Caribou Creek,2013,1436.4,8/11/2013 0:00,127
128,Kungiakrok Creek,2012,12855.5,7/3/2012 0:00,128
129,Moore Creek,2013,157747.3,5/31/2013 0:00,129
130,Sischu 2,2010,2740.7,5/28/2010 0:00,130
131,Popavich,2010,1956.5,5/26/2010 0:00,131
132,Yuki River,2010,9382.9,6/24/2010 0:00,132
133,Redlands Lake,2010,3058.9,9/25/2010 0:00,133
134,Kiliovilik Range,2010,2757.6,7/2/2010 0:00,134
135,Kiliovilik Creek,2010,17207.1,6/24/2010 0:00,135
136,SWANSON RIVER,1969,85306,8/3/1969 0:00,136
137,RUSSIAN RIVER,1969,2041,6/14/1969 0:00,137
138,PIPELINE,1974,2988.8,8/22/1974 0:00,138
139,Kristin Creek,2013,16746.8,6/18/2013 0:00,139
140,Chisana River,2013,46637.5,5/31/2013 0:00,140
141,Hammer Creek,2013,4265.9,6/27/2013 0:00,141
142,Innoko 1,2013,1542.1,6/28/2013 0:00,142
143,Tetlin Jct Ridge,2013,20744,6/26/2013 0:00,143
144,HORSEFLY,2007,2118.9,7/3/2007 0:00,144
145,MOREN DOME,1968,23055.6,7/22/1968 0:00,145
146,Middle Fork Kuskokwim,1951,30061.8,7/14/1951 0:00,146
147,NORTHWAY SOUTH,1954,3205.4,8/10/1954 0:00,147
148,Muddy River Fire,1951,17936.5,6/21/1951 0:00,148
149,Badger Road,1951,1936.4,5/21/1951 0:00,149
150,Kanuti - Bay Rivers,1950,31615.1,8/16/1950 0:00,150
151,Lost Horse Creek,2005,1866.6,6/28/2005 0:00,151
152,DEAD HORSE,1976,7013.8,8/2/1976 0:00,152
153,HSL E 20,1979,8881,6/4/1979 0:00,153
154,Hay Flats - Fairview Road,1950,7416.1,11/26/1950 0:00,154
155,26 Mile - Eielson,1950,1747.6,6/17/1950 0:00,155
156,Fort Yukon #1,1950,3201.2,5/24/1950 0:00,156
157,PUTT,1971,8418.4,6/27/1971 0:00,157
158,Clear Creek,1950,2595.5,6/16/1950 0:00,158
159,Black Rapids,1950,4233.3,6/5/1950 0:00,159
160,Little Delta River,2006,14095.1,5/15/2006 0:00,160
161,Buffalo,1942,5578.3,5/18/1942 0:00,161
162,Pimingo,1971,7283.6,6/24/1971 0:00,162
163,Eagle #1,1950,13134.8,6/18/1950 0:00,163
164,CAIRN 4,1971,21799.5,6/24/1971 0:00,164
165,Slow Fork Fire,1998,20063.6,6/30/1998 0:00,165
166,Hughes Creek,2005,22435.1,7/28/2005 0:00,166
167,Billy Hawk Creek #1,2005,1851,6/15/2005 0:00,167
168,832083,1988,15601.1,7/15/1988 0:00,168
169,BOLIO,1981,20418.1,3/18/1981 0:00,169
170,TOLOVANA,1981,29184.7,6/13/1981 0:00,170
171,UPPER MELOZITNA,1957,19029.7,7/20/1957 0:00,171
172,WINDY CREEK,1996,9938.9,6/15/1996 0:00,172
173,Black,1991,2742.8,7/2/1991 0:00,173
174,MILLERS REACH 2,1996,37355.7,6/2/1996 0:00,174
175,Bear Island,1986,4652.7,6/27/1986 0:00,175
176,Melozitna River,1951,3924.9,6/23/1951 0:00,176
177,BTT NE 22,1984,1833.5,6/19/1984 0:00,177
178,PURCELL MOUNTAIN,1954,92626.6,6/8/1954 0:00,178
179,Big Delta Fire,1951,23178.7,8/11/1951 0:00,179
180,Salchaket Slough,1950,8982.6,9/7/1950 0:00,180
181,131521,1991,2731,6/28/1991 0:00,181
182,Gardiner Creek,1998,32687.4,7/2/1998 0:00,182
183,DCK SSW 21,1993,1016.8,6/1/1993 0:00,183
184,Hot Springs Creek 2,2007,4847.6,7/6/2007 0:00,184
185,TIRE,1972,7023.3,7/10/1972 0:00,185
186,FLAZ,1972,2789.5,7/10/1972 0:00,186
187,ALAMEDA,1970,1982.3,7/4/1970 0:00,187
188,Steven`s Village,1950,3168.2,8/13/1950 0:00,188
189,Columbia Creek,1950,3124,8/22/1950 0:00,189
190,Goose Slough,2008,2564.4,7/8/2008 0:00,190
191,TITNA,1957,113486.8,6/23/1957 0:00,191
192,TELIDA LAKE,1958,2922,6/4/1958 0:00,192
193,Slippery River Fire,1952,2690.3,6/21/1952 0:00,193
194,Noatak Grand Canyon,2012,4625.6,6/5/2012 0:00,194
195,Klikhtentozna Creek,2010,3488.1,7/9/2010 0:00,195
196,Prospect Creek,2013,64078.5,6/20/2013 0:00,196
197,Pothole,1991,9213.6,5/19/1991 0:00,197
198,Bull Creek,2010,41911.3,5/31/2010 0:00,198
199,Sischu 1,2010,1432.7,5/28/2010 0:00,199
200,South Fork Healy,2010,2204.7,5/28/2010 0:00,200
201,Can Creek,2013,6590.1,7/28/2013 0:00,201
202,McKinley River East,2013,4441.6,6/28/2013 0:00,202
203,Knifeblade Ridge,2012,3618.8,6/18/2012 0:00,203
204,Marie Creek,2012,9667.8,6/5/2012 0:00,204
205,Sethkokna,2013,3990.2,8/2/2013 0:00,205
206,Stuart Creek 2,2013,87154.3,6/19/2013 0:00,206
207,Kanuti River 1,2013,1823.4,6/20/2013 0:00,207
208,Gagaryah 2,2013,4733,7/30/2013 0:00,208
209,Big Mountain,2010,83746.5,6/2/2010 0:00,209
210,Sheenjek 2,2010,1420.4,5/28/2010 0:00,210
211,ANVIK RIVER 1,1962,7471.6,7/20/1962 0:00,211
212,BONASILA,1957,288150.8,6/23/1957 0:00,212
213,ANVIK RIVER,1957,399199,6/23/1957 0:00,213
214,SISTERS,1972,11210,7/10/1972 0:00,214
215,Stuyahok River,1940,12865.4,12/31/1940 0:00,215
216,Willow Creek,2010,13766,6/10/2010 0:00,216
217,100 Mile Creek,2014,23270.2,5/13/2014 0:00,217
218,Takhakhdona Hills,2010,5902.9,6/23/2010 0:00,218
219,Hidden Creek,1996,5160.9,5/11/1996 0:00,219
220,DILLINGER,1972,12939.6,7/8/1972 0:00,220
221,WELL,1972,28096.8,7/7/1972 0:00,221
222,Eli River,2010,15213.3,7/3/2010 0:00,222
223,Sidik Lake,2010,18188.8,6/10/2010 0:00,223
224,Hawk River,1997,8468.5,6/26/1997 0:00,224
225,Big Yetna,2004,93998.4,7/8/2004 0:00,225
226,MHM N 25,1991,42402,6/27/1991 0:00,226
227,Currant Creek,2013,1868.5,6/26/2013 0:00,227
228,Oskawalik,2009,4802.4,5/25/2009 0:00,228
229,Siruk Creek,2013,20362.7,6/21/2013 0:00,229
230,Selatna River,2013,1211.1,8/1/2013 0:00,230
231,Whitefish Lake,2013,4310.2,7/28/2013 0:00,231
232,Koness River,2012,1679.3,6/26/2012 0:00,232
233,Koness,2013,1533,7/15/2013 0:00,233
234,Titna,2013,3857.3,6/27/2013 0:00,234
235,Mardow Creek,2009,8753.8,7/18/2009 0:00,235
236,IAN N 63,1983,5105.5,6/27/1983 0:00,236
237,SHORT,1977,3893.4,7/17/1977 0:00,237
238,IAN N 55,1984,6457.7,6/25/1984 0:00,238
239,WTK NE 50,1984,1651.2,6/25/1984 0:00,239
240,AKULIK RIVER,1972,8353.2,7/8/1972 0:00,240
241,FBK NE 37,1994,1014.3,8/8/1994 0:00,241
242,UPPER TATALINA,1957,43257.4,6/14/1957 0:00,242
243,Tagagawik River #3,2009,1720.8,7/22/2009 0:00,243
244,Dagitli River,2009,3177.5,6/19/2009 0:00,244
245,Wood River 1,2009,125381.6,7/12/2009 0:00,245
246,Senatis Mountain,2009,3143.6,7/5/2009 0:00,246
247,Stevens Creek 1,2009,85908.9,6/18/2009 0:00,247
248,Bering Creek 2,2009,47435.4,7/7/2009 0:00,248
249,Titna River,2009,164541.9,7/11/2009 0:00,249
250,GMT S 12,1977,206158,7/23/1977 0:00,250
251,32051,1990,66443,8/8/1990 0:00,251
252,Little Black One,2009,349451.3,6/20/2009 0:00,252
253,GAGARYAH 3,1994,4349.2,6/14/1994 0:00,253
254,ROUND,1990,50001.2,7/2/1990 0:00,254
255,JOINED,1990,5372.3,7/2/1990 0:00,255
256,AVAN,1972,4870.4,7/13/1972 0:00,256
257,NALUK,1972,5935.6,7/11/1972 0:00,257
258,SHAGELUK E,1957,705213.5,7/1/1957 0:00,258
259,Kantishna River,2009,31338.4,5/23/2009 0:00,259
260,Dillinger,2009,23911.8,5/26/2009 0:00,260
261,LITTLE MUD RIVER,1972,10207.1,7/8/1972 0:00,261
262,KHOTOL MT,1968,10855.1,7/26/1968 0:00,262
263,832086,1988,23725.6,7/16/1988 0:00,263
264,TAL SE 80,1990,3353.6,7/6/1990 0:00,264
265,Smitty,1972,1573.3,7/11/1972 0:00,265
266,POM,1972,1351.7,7/11/1972 0:00,266
267,Hoho,1988,38275.7,7/3/1988 0:00,267
268,LEAF,1971,12581.8,6/25/1971 0:00,268
269,PASTOLIK,1973,4159.8,7/3/1973 0:00,269
270,HALFWAY,1972,1608.1,7/9/1972 0:00,270
271,ROCK CREEK,1990,10894,7/3/1990 0:00,271
272,ANCHOR,1993,2730.7,5/31/1993 0:00,272
273,GAGARYAH 2,1994,3078.3,6/13/1994 0:00,273
274,MHM SW 60,1986,1491.3,7/9/1986 0:00,274
275,FAI E 35,1980,3668.6,5/26/1980 0:00,275
276,Ft. Greely 1,1979,109268.2,5/15/1979 0:00,276
277,HSL SE 38,1979,2614.4,6/6/1979 0:00,277
278,NVK NE 4,1979,1274.6,6/6/1979 0:00,278
279,Kigalik River,2012,2050,6/18/2012 0:00,279
280,Kucher Creek,2012,18850.2,6/18/2012 0:00,280
281,22 MILE CABIN,1968,1042.2,8/6/1968 0:00,281
282,BULLFROG,1968,1716.6,7/24/1968 0:00,282
283,Sheenjek,2009,62658.1,7/2/2009 0:00,283
284,132225,1991,3295.3,6/8/1991 0:00,284
285,Old,1991,4616,7/2/1991 0:00,285
286,MCLEAN CREEK,2010,14089.8,5/29/2010 0:00,286
287,North Fork,2010,12187.6,5/28/2010 0:00,287
288,Chakina,2009,56413.4,7/2/2009 0:00,288
289,J C MOOSE,1974,4761.6,6/23/1974 0:00,289
290,CIK E 24,1986,7720.8,7/6/1986 0:00,290
291,NAGEETHLUK,1973,10484.2,9/6/1973 0:00,291
292,TAL S 76,1990,6934.3,7/16/1990 0:00,292
293,TAL S 78,1990,1725.5,7/8/1990 0:00,293
294,32044,1990,3611,7/1/1990 0:00,294
295,PORCUPINE,1990,11670.3,7/6/1990 0:00,295
296,MINTO FLATS,1995,6549.9,7/14/1995 0:00,296
297,OTZ NE 85,1994,1527.3,6/13/1994 0:00,297
298,NECONS,1969,5107,6/29/1969 0:00,298
299,HALF CABIN,1974,15252.2,7/4/1974 0:00,299
300,HOHOLITNA,1972,1102.5,7/10/1972 0:00,300
301,BALDWIN,1972,1870.4,7/11/1972 0:00,301
302,MELLICK,1972,3907.4,7/8/1972 0:00,302
303,YUKI RIVER,1968,2114.7,7/26/1968 0:00,303
304,Rabbit Creek 2,2010,5544,6/24/2010 0:00,304
305,SWIFT,1993,29311.7,7/12/1993 0:00,305
306,SELATNA,1985,6621.9,7/30/1985 0:00,306
307,BELTON,1972,6466.4,7/9/1972 0:00,307
308,Sled Roads,1996,4535.7,6/18/1996 0:00,308
309,DISHNA,1990,4502.5,7/1/1990 0:00,309
310,ELLA,1971,28028,6/29/1971 0:00,310
311,MEINZER CREEK,1972,2239.7,7/10/1972 0:00,311
312,Tonclonukna Creek,2009,164318.2,5/23/2009 0:00,312
313,Bearpaw,2009,16585.6,7/12/2009 0:00,313
314,Rex Creek,2009,101149.8,8/2/2009 0:00,314
315,Rok North,2010,13105.5,7/2/2010 0:00,315
316,AIRPORT,1972,2947.9,7/8/1972 0:00,316
317,Bull Creek,2009,17224.9,7/25/2009 0:00,317
318,Paddle,2009,41742.9,7/23/2009 0:00,318
319,TAK,1971,5910.7,6/24/1971 0:00,319
320,CDL E 33,1977,31786.7,7/23/1977 0:00,320
321,MHM SE 27,1986,2460.6,7/4/1986 0:00,321
322,TAL SW 37,1984,2461.6,6/23/1984 0:00,322
323,CHARLIE,1972,9141.6,7/7/1972 0:00,323
324,DRY CANYON,1977,46125.6,7/9/1977 0:00,324
325,CLEAR,2000,2778.3,6/24/2000 0:00,325
326,431535,1994,4576.8,8/6/1994 0:00,326
327,Derby Creek,2010,23577.2,6/23/2010 0:00,327
328,TAL S 32,1991,26369.7,6/6/1991 0:00,328
329,MHM SE 27,1986,23112.1,7/5/1986 0:00,329
330,MHM ESE 23,1986,4559.8,7/5/1986 0:00,330
331,632010,1986,28045.2,6/14/1986 0:00,331
332,631005,1986,15421.8,7/3/1986 0:00,332
333,KATEEL RIVER,1972,9830,7/13/1972 0:00,333
334,KALL,1972,1907.4,7/15/1972 0:00,334
335,OTTER,1970,2551.4,7/3/1970 0:00,335
336,ENGLAND,1971,25779.4,6/24/1971 0:00,336
337,Hardluck Creek,2009,12850,8/3/2009 0:00,337
338,COTTON,1970,1448.2,7/3/1970 0:00,338
339,BETTLES,1972,2496.8,7/12/1972 0:00,339
340,Tough,1997,2782.9,6/23/1997 0:00,340
341,SELBY LAKE,1971,6383,6/25/1971 0:00,341
342,Mauneluk River,1972,1421.4,7/13/1972 0:00,342
343,Continental,2009,1138.9,7/22/2009 0:00,343
344,Bluff Creek,2009,41755.8,7/26/2009 0:00,344
345,ANVIK RIVER,1976,1925.5,6/13/1976 0:00,345
346,Birch Creek,2010,2181.6,6/21/2010 0:00,346
347,Foraker Pond,2009,20276.6,6/17/2009 0:00,347
348,Big River,2009,33261.9,7/2/2009 0:00,348
349,Fish River,2011,32129.5,5/26/2011 0:00,349
350,Kiliovilik River,2011,1516.3,6/11/2011 0:00,350
351,Puzzle Gulch,2009,2054.6,7/25/2009 0:00,351
352,DUDLEY,1970,5059.2,7/4/1970 0:00,352
353,Kuparuk,2007,1692.6,7/14/2007 0:00,353
354,LOOP,1977,32821,7/14/1977 0:00,354
355,CANE,1972,2440,7/13/1972 0:00,355
356,YELLOWHEAD,1972,2215.5,7/8/1972 0:00,356
357,INNOKO FLAT,1969,35820.9,6/26/1969 0:00,357
358,IDITAROD,1972,7719.9,7/7/1972 0:00,358
359,CHEENEETNUK RIVER,1963,1695.7,7/9/1963 0:00,359
360,Makpik Creek,2010,9908.5,7/3/2010 0:00,360
361,KETLKEDE CREEK,1968,1271.6,7/26/1968 0:00,361
362,GMT NNW 12,1977,11303.9,7/23/1977 0:00,362
363,31056,1990,3302.3,8/8/1990 0:00,363
364,KERULUK CREEK,1970,21179.3,7/4/1970 0:00,364
365,CASCADE LAKE,1970,11319.2,7/5/1970 0:00,365
366,SHUK,1970,2517.7,7/7/1970 0:00,366
367,OCTOPUS,1970,1374.8,7/3/1970 0:00,367
368,SAND DUNES,1972,44825.9,7/8/1972 0:00,368
369,NULITNA RIVER,1968,14717.4,7/26/1968 0:00,369
370,BEARPAW MTN NW-12,1957,59343,7/11/1957 0:00,370
371,Johnson River,1972,1576,7/10/1972 0:00,371
372,CEM E 30,1979,10636.6,6/7/1979 0:00,372
373,FYU S 30,1979,5869.5,6/7/1979 0:00,373
374,STV SE 18,1979,2253.1,6/8/1979 0:00,374
375,SWIFT RIVER,1957,25179.8,7/10/1957 0:00,375
376,MULCHATNA,1981,5098.9,6/18/1981 0:00,376
377,Coal Creek,2011,23918.4,5/21/2011 0:00,377
378,CEM S 13,1990,7375.3,7/3/1990 0:00,378
379,GALATEA,1968,2690.4,8/9/1968 0:00,379
380,LAST CHANCE,1968,7712,8/5/1968 0:00,380
381,APPLE MTN,1972,2168.1,7/8/1972 0:00,381
382,Torment Creek,2009,3434.6,7/4/2009 0:00,382
383,414060,1984,1308.7,6/23/1984 0:00,383
384,Ferguson Farm,1980,8244.4,5/10/1980 0:00,384
385,OKSTAKUK,1980,1722.6,7/23/1980 0:00,385
386,BLAIR LAKES,1980,118458.9,5/17/1980 0:00,386
387,Hoholitna,2009,8617.2,5/26/2009 0:00,387
388,LITTLE OVERFLOW,1969,2989.8,6/22/1969 0:00,388
389,CONNALLY CREEK,1972,4766.2,7/14/1972 0:00,389
390,Beluga #1,1943,1810.1,5/30/1943 0:00,390
391,Carlson Lake Fire,1953,1043.6,6/3/1953 0:00,391
392,BEAVER CREEK,1956,7358.7,7/13/1956 0:00,392
393,Russian,1991,3785.7,6/29/1991 0:00,393
394,GURKY,1968,65949.6,7/24/1968 0:00,394
395,DCK S 32,1991,5030.6,6/8/1991 0:00,395
396,2 MILE YUKON,1981,4197.4,6/15/1981 0:00,396
397,31031,1990,2998.1,7/2/1990 0:00,397
398,Dennison/Taylor,1999,6666.2,6/12/1999 0:00,398
399,Sagavanirktok,2007,3160.5,9/7/2007 0:00,399
400,Monopoly Creek,1981,2613.2,6/16/1981 0:00,400
401,TEN TEN,1971,7876.4,6/29/1971 0:00,401
402,Read Fire,1951,1046.1,7/16/1951 0:00,402
403,912007,1979,33552.7,5/10/1979 0:00,403
404,SELB SE 17,1978,2256.1,6/1/1978 0:00,404
405,TELIDA MT,1977,8213.3,6/12/1977 0:00,405
406,SWIFT FORK,1977,2744.9,7/6/1977 0:00,406
407,Delta Barley 7,1979,3315.7,10/2/1979 0:00,407
408,431299,1994,3291.7,6/13/1994 0:00,408
409,GAL NE 38,1994,3438.2,6/14/1994 0:00,409
410,Circle City Fire,1950,42909.1,7/21/1950 0:00,410
411,Betttles Field Fire,1946,88763.6,7/8/1946 0:00,411
412,Indian Grave,1999,1734,6/12/1999 0:00,412
413,131520,1991,3161.7,6/28/1991 0:00,413
414,31026,1990,2609,7/1/1990 0:00,414
415,HOLOKUK #1,1957,1194.8,6/14/1957 0:00,415
416,RIDGE TOP,1969,308392.6,6/23/1969 0:00,416
417,WIEN LAKE,1971,62538.1,6/22/1971 0:00,417
418,NIUKLUK RIVER,1971,22197.2,6/26/1971 0:00,418
419,Bitshtini Mountain,1971,3422.7,6/26/1971 0:00,419
420,GOLD STREAM,1966,6940.6,8/12/1966 0:00,420
421,CIRCLE,1979,12524.8,8/1/1979 0:00,421
422,WILLARD,1979,3268.1,8/11/1979 0:00,422
423,Kachelmier,1979,1407,5/16/1979 0:00,423
424,Delta Barley 8,1979,6218.2,10/16/1979 0:00,424
425,Little Creek,2008,15804.3,7/6/2008 0:00,425
426,Sheenjek River,2008,8766.3,6/29/2008 0:00,426
427,MHM SE 36,1993,5303.9,6/3/1993 0:00,427
428,31041,1990,4903.2,7/7/1990 0:00,428
429,Susulatna,2009,16386.9,5/26/2009 0:00,429
430,HUNGER,1970,19210.9,7/4/1970 0:00,430
431,CASSIER,1990,3206.6,7/3/1990 0:00,431
432,LAKE 606,1959,1558.4,6/20/1959 0:00,432
433,KOBUK #3,1959,18411.2,6/22/1959 0:00,433
434,KOBUK #4,1959,17980.8,6/22/1959 0:00,434
435,CIRCLE S.10,1954,14160.4,7/17/1954 0:00,435
436,Circle,1946,34930.5,8/7/1946 0:00,436
437,EUREKA CREEK,1972,1224.3,7/2/1972 0:00,437
438,Saddle,2005,129634,8/2/2005 0:00,438
439,Little Mud River #2,2005,30170.7,7/27/2005 0:00,439
440,Yetna,2005,50079.1,8/2/2005 0:00,440
441,Papa Willie Creek,2005,112705.5,7/26/2005 0:00,441
442,131356,1991,4641.7,6/22/1991 0:00,442
443,REDUNDANT,1974,15557.5,6/22/1974 0:00,443
444,FYU N 37,1986,23688.4,7/4/1986 0:00,444
445,Tolovana River #2,1999,18745.4,7/4/1999 0:00,445
446,331662,1993,3738.1,7/21/1993 0:00,446
447,STV S 10,1979,3206.2,6/7/1979 0:00,447
448,Tvativak,1997,2400.7,6/23/1997 0:00,448
449,LITTLE BEAR,1972,10375.7,7/8/1972 0:00,449
450,UNKE29,1993,2924.4,7/22/1993 0:00,450
451,BIG CREEK,1959,26001.3,6/21/1959 0:00,451
452,531053,1985,2616.4,7/17/1985 0:00,452
453,Swamp Creek,2009,6590.6,6/9/2009 0:00,453
454,Cobalt,2009,1358.1,6/13/2009 0:00,454
455,Grand Creek,1999,2654.1,7/14/1999 0:00,455
456,IDITAROD,1967,2595.3,8/8/1967 0:00,456
