FID,name,year,acres,date,parentid
457,AHTELL CREEK,1967,2257.1,7/15/1967 0:00,457
458,Herron River,2001,6247.8,6/26/2001 0:00,458
459,Chapman Creek,2005,171621.4,5/30/2005 0:00,459
460,Meshik River,2006,1612.7,5/22/2006 0:00,460
461,131569,1991,233101,6/30/1991 0:00,461
462,Swan Lake,2007,1957.4,7/30/2007 0:00,462
463,Donnelly Flats,1999,18719.7,6/11/1999 0:00,463
464,Hodzana,1999,4380.2,6/12/1999 0:00,464
465,FYUN60,1993,26386.6,7/15/1993 0:00,465
466,W.Kamishak Bay,2003,1284.8,5/1/2003 0:00,466
467,NATION RIVER,1957,4727.1,6/18/1957 0:00,467
468,MINIKAKOSA,1969,85014.3,6/22/1969 0:00,468
469,MT HURST W-10,1959,4046.5,6/22/1959 0:00,469
470,NENANA W-30,1958,8774.3,7/11/1958 0:00,470
471,TOLVANA SE-5,1958,1243.1,7/11/1958 0:00,471
472,DRY CREEK,1958,17646.7,7/12/1958 0:00,472
473,FROZEN FOOT,1990,4183.2,7/6/1990 0:00,473
474,Monkey Boy,1996,1141.1,6/17/1996 0:00,474
475,FYU NE 85,1990,433768.3,6/29/1990 0:00,475
476,Rabbit Mountain,2005,228874.1,7/24/2005 0:00,476
477,CEMSE34,1993,17111.4,6/15/1993 0:00,477
478,Chandalar River,1943,7707.3,7/12/1943 0:00,478
479,Dahl River,1946,2444.4,7/12/1946 0:00,479
480,DUD FIRE,1971,2461,7/14/1971 0:00,480
481,HOLIDAY CREEK,1971,1742.4,6/22/1971 0:00,481
482,CIK E 30,1986,16053.3,7/1/1986 0:00,482
483,MHM SE 36,1986,1419.6,7/5/1986 0:00,483
484,ALPS,1975,7252.9,7/10/1975 0:00,484
485,WICKERSHAME DOME,1971,13784,6/24/1971 0:00,485
486,Sand Dune,1946,17705.8,7/19/1946 0:00,486
487,Rogers Creek,1946,2685.1,7/12/1946 0:00,487
488,SALMON RIVER,1959,4156,6/30/1959 0:00,488
489,Broken Snowshoe,2009,25339.5,5/24/2009 0:00,489
490,Little Black,2007,3622.1,7/8/2007 0:00,490
491,FLAT NW-2,1959,1267,6/20/1959 0:00,491
492,POKTOVIK,1972,5461.3,7/13/1972 0:00,492
493,FYU W 75,1979,23091.7,6/7/1979 0:00,493
494,NORTH POLE,1958,8417.5,6/14/1958 0:00,494
495,Woodchopper Creek,2004,14901.5,6/26/2004 0:00,495
496,CEMWNW93,1993,2674.4,6/30/1993 0:00,496
497,FVM SW 8,1977,20060.1,7/28/1977 0:00,497
498,BTT WSW 84,1991,190798.7,6/29/1991 0:00,498
499,INLAND,1977,27603.3,7/16/1977 0:00,499
500,BANANZA,1968,20942.3,7/21/1968 0:00,500
501,VENETI LANDING,1969,4320.9,6/19/1969 0:00,501
502,THOMPSON SLOUGH,1969,84471.9,5/26/1969 0:00,502
503,BIG RIVER,1969,5772.4,6/18/1969 0:00,503
504,EDGERTON,1969,3743.4,5/25/1969 0:00,504
505,Jessica,1999,49333.6,6/13/1999 0:00,505
506,KENNEBEC,1982,32230.3,6/26/1982 0:00,506
507,Beverly,1999,20753.3,6/12/1999 0:00,507
508,Witch,1999,47778.8,6/12/1999 0:00,508
509,Babantaltlin Hills,2005,19099.2,6/16/2005 0:00,509
510,Little Mud River #1,2005,35577.2,7/25/2005 0:00,510
511,INGLUTALIK,1971,22795,6/28/1971 0:00,511
512,BLUFF RIDGE,1969,14747.1,6/10/1969 0:00,512
513,UNGALIK (GISASA),1957,65116,6/9/1957 0:00,513
514,PAH RIVER,1977,53339.6,7/30/1977 0:00,514
515,BLUEBELL,1971,2459.8,6/28/1971 0:00,515
516,ANC NW 500,1971,64561.6,6/29/1971 0:00,516
517,Kanuti River,1953,16145.7,6/4/1953 0:00,517
518,NATION RIVER,1967,7045.1,6/16/1967 0:00,518
519,Birch Creek,1944,96142.1,7/5/1944 0:00,519
520,WOODCHOPPER W-10,1957,11502.1,8/8/1957 0:00,520
521,Pingo,1999,42110.7,6/13/1999 0:00,521
522,BUTTE CREEK,1969,469184.8,6/10/1969 0:00,522
523,Coal Creek #2,1950,23939.8,7/24/1950 0:00,523
524,Chitanana River,2009,1346.5,5/26/2009 0:00,524
525,Chitsia,2000,9334.4,6/26/2000 0:00,525
526,332557,1993,209680.9,7/14/1993 0:00,526
527,Foraker,2000,16931.2,6/23/2000 0:00,527
528,Upper Otter Creek,2000,5203.9,6/25/2000 0:00,528
529,WEST FORK,1966,193762.8,7/23/1966 0:00,529
530,MILITARY #7,1990,15642,6/28/1990 0:00,530
531,MILITARY #6,1990,7567,6/28/1990 0:00,531
532,Trout Creek,2005,6267.6,6/13/2005 0:00,532
533,Big Rex,1991,1497.7,6/13/1991 0:00,533
534,CHP ENE 34,1986,44749.2,6/29/1986 0:00,534
535,WOODSCEW,1972,6903.3,7/13/1972 0:00,535
536,Charley River S. #2,1950,17954.7,7/24/1950 0:00,536
537,Woodchopper Creek,1950,7225.9,6/16/1950 0:00,537
538,Charley River N,1950,13814,7/24/1950 0:00,538
539,ROKETALOI,1997,29659.9,7/3/1997 0:00,539
540,UNK-E-55,1983,18562.4,6/21/1983 0:00,540
541,Nation River,2004,76380.7,6/15/2004 0:00,541
542,132339,1991,35313.5,6/21/1991 0:00,542
543,Norutak Hills #2,2004,15781.1,7/21/2004 0:00,543
544,NATION,1968,5511.9,6/13/1968 0:00,544
545,WOOD CHOPPER,1967,13569.3,6/18/1967 0:00,545
546,HOTHAM,1972,4468.5,7/10/1972 0:00,546
547,CURTIS,1969,38277.2,7/9/1969 0:00,547
548,132564,1991,3322,6/30/1991 0:00,548
549,BTT S 17,1991,38877.3,6/30/1991 0:00,549
550,Otter Creek,2000,10071.9,6/24/2000 0:00,550
551,Dawn Creek,2002,2548.5,7/20/2002 0:00,551
552,MHM NW 24,1986,12429.8,7/4/1986 0:00,552
553,Cottonwood,1986,1713.6,7/4/1986 0:00,553
554,FT YUKON,1960,6387.8,6/27/1960 0:00,554
555,CIK NE 42,1976,15530.9,7/24/1976 0:00,555
556,432258,1994,1666.3,6/12/1994 0:00,556
557,MHM E 32,1991,9789.9,7/4/1991 0:00,557
558,Stoney,1991,8165.2,6/30/1991 0:00,558
559,Nowitna River #1,2011,2619.8,7/7/2011 0:00,559
560,Tipooktulearuk River,2010,3132.9,7/9/2010 0:00,560
561,LADUE RIVER,1969,89885.4,6/15/1969 0:00,561
562,CANADIAN,1966,334863.1,6/25/1966 0:00,562
563,Little Indian River,2012,15278.3,6/6/2012 0:00,563
564,Gilles Creek,2010,19442.7,5/26/2010 0:00,564
565,Indian Grave Creek,2010,2496.6,6/2/2010 0:00,565
566,Big Swede,2010,3934.5,6/1/2010 0:00,566
567,Eagle Trail,2010,17957.2,5/26/2010 0:00,567
568,Lake Tutusirok,2010,7386.7,7/2/2010 0:00,568
569,Witch Mountain,2010,1459.2,6/2/2010 0:00,569
570,Judge Creek,2010,1449.6,6/2/2010 0:00,570
571,Yukon Slough,2010,2665.8,6/2/2010 0:00,571
572,Nanielik Creek,2010,6507.7,7/5/2010 0:00,572
573,Itkillik River,2012,2310.9,6/19/2012 0:00,573
574,832097,1988,51390,7/12/1988 0:00,574
575,Ukit,1974,1032.4,6/24/1974 0:00,575
576,RIDGEWAY,1967,9014,6/18/1967 0:00,576
577,Midnight Creek,2012,7934.6,6/25/2012 0:00,577
578,Dead Fish Lake,2013,6106.8,6/24/2013 0:00,578
579,331568,1993,2175.6,7/15/1993 0:00,579
580,FAR MOUNTAIN,1958,41711,6/4/1958 0:00,580
581,TEUCHET #3,1990,1214.3,7/2/1990 0:00,581
582,IDAHO CK,1990,1251.6,7/2/1990 0:00,582
583,Takotna River,2013,2023.7,5/31/2013 0:00,583
584,Nowitna River,2012,22366.1,6/16/2012 0:00,584
585,The Sisters,2014,2621.9,8/12/2014 0:00,585
586,KAYIUH MTN,1959,4018.1,6/29/1959 0:00,586
587,KOBUK #6,1959,16399.9,6/30/1959 0:00,587
588,ANGUTIKADA PEAK W-10,1959,9089.5,7/1/1959 0:00,588
589,165-30,1971,127013.2,6/26/1971 0:00,589
590,Zane Hills,2011,1078,7/7/2011 0:00,590
591,SHAGELUK,1959,1492,8/8/1959 0:00,591
592,MHM S 28,1986,3190.9,7/4/1986 0:00,592
593,DISHNA,1993,2284.6,7/20/1993 0:00,593
594,Little Creek,2011,26201.3,5/29/2011 0:00,594
595,ANI-SE 25,1981,57593.7,6/17/1981 0:00,595
596,No Name Creek,2010,7110.5,7/8/2010 0:00,596
597,Goldbug Creek,2010,2765.5,6/23/2010 0:00,597
598,831024,1988,26527,7/13/1988 0:00,598
599,GAL SW 65,1986,3367.1,7/6/1986 0:00,599
600,631029,1986,2188.1,7/6/1986 0:00,600
601,GAL W 76,1986,1009.3,7/5/1986 0:00,601
602,Canvasback Lake,2010,35455.8,7/12/2010 0:00,602
603,Tchulkade Lake,2010,15560.4,7/6/2010 0:00,603
604,Toklat,1951,96316.5,5/5/1951 0:00,604
605,LONE MOUNTAIN N-12,1957,24257.8,7/11/1957 0:00,605
606,Paradise Fork,2010,1549.9,5/28/2010 0:00,606
607,132687,1991,7718.7,7/9/1991 0:00,607
608,Stuart Inert 2,2015,1340.9,5/7/2015 0:00,608
609,Kocacho,1999,3171.2,6/13/1999 0:00,609
610,Three Sleep,2010,10602.2,7/9/2010 0:00,610
611,Excelsior,2013,6136.9,6/27/2013 0:00,611
612,Melozi,2012,1738.4,6/7/2012 0:00,612
613,KOBUK 5,1963,4359.9,6/21/1963 0:00,613
614,Jordan Creek,2007,8404.5,6/30/2007 0:00,614
615,Industrial Park,2012,10222.7,9/25/2012 0:00,615
616,UNK SE 10,1990,1034.9,7/2/1990 0:00,616
617,KILIOVIL,1977,161525.1,7/16/1977 0:00,617
618,TRIPLET,1977,86163.4,7/24/1977 0:00,618
619,CROW LAKE,1977,95539.1,7/22/1977 0:00,619
620,ECHO,1969,1456.4,5/24/1969 0:00,620
621,KUYUKUTUK,1984,6268.8,7/3/1984 0:00,621
622,Stevens Village NE 70,1953,5908.9,7/29/1953 0:00,622
623,Marc,1974,1708.6,8/4/1974 0:00,623
624,LONE MOUNTAIN,2010,51995.6,5/29/2010 0:00,624
625,ANI-SE 30,1981,43378.3,6/18/1981 0:00,625
626,Natlaratlen River,2000,8540.8,6/25/2000 0:00,626
627,Francis Creek,2011,1863.4,5/21/2011 0:00,627
628,Tabert Lake,2013,1489.8,7/31/2013 0:00,628
629,FYU NE 80,1985,30601.4,7/30/1985 0:00,629
630,Magitchlie Creek,1997,279448.3,6/10/1997 0:00,630
631,CEM E 20,1977,9672.4,7/29/1977 0:00,631
632,SHAGELUK NE,1957,28721.4,6/2/1957 0:00,632
633,Nuyakuk River,2013,2411.4,7/28/2013 0:00,633
634,MHM S 31,1993,1069.2,8/15/1993 0:00,634
635,332663,1993,3917.6,7/21/1993 0:00,635
636,RILEY CREEK,1971,7039.5,6/24/1971 0:00,636
637,Iim Tikrak Creek,1971,1932.2,6/25/1971 0:00,637
638,Bear Creek,2013,13179.8,6/20/2013 0:00,638
639,JOKE,1972,3374.2,7/10/1972 0:00,639
640,AZTEC,1972,1266.3,7/15/1972 0:00,640
641,531035,1985,34191.7,7/31/1985 0:00,641
642,GRAND CREEK,1968,14047.5,7/22/1968 0:00,642
643,CORRECT,1971,52372.6,6/28/1971 0:00,643
644,FISHHOOK,1969,401415.4,5/22/1969 0:00,644
645,MELOZI SPRINGS,1968,14877,7/26/1968 0:00,645
646,South Fork,2013,2290.4,6/23/2013 0:00,646
647,Kogoyuk,1989,5706.3,7/4/1989 0:00,647
648,STONY RIVER,1981,1141,6/17/1981 0:00,648
649,Tupikchak,1974,1057.4,8/7/1974 0:00,649
650,Marva,1972,1438.9,7/11/1972 0:00,650
651,Observation Post 27,1996,10861.1,6/7/1996 0:00,651
652,Main Creek,2013,1267.8,7/13/2013 0:00,652
653,GRANITE T,1990,3472.5,7/4/1990 0:00,653
654,TOBUK CREEK,1972,3688.1,7/8/1972 0:00,654
655,KOLIGANEK,1963,3253.6,7/13/1963 0:00,655
656,SHUNGNAK SW-5,1959,4318.3,6/27/1959 0:00,656
657,FYU NE 78,1979,95892.7,7/1/1979 0:00,657
658,FYU N 66,1975,4953.4,7/13/1975 0:00,658
659,Nation River #1,1950,48853.7,7/21/1950 0:00,659
660,Olga Bay Fire,1950,33808.2,11/26/1950 0:00,660
661,Little Black,1946,170651.4,7/11/1946 0:00,661
662,The Divide,2010,1257.9,7/8/2010 0:00,662
663,Black River,1943,121201.4,7/31/1943 0:00,663
664,Birch Creek,1943,56592.5,6/1/1943 0:00,664
665,Landmark,1987,4277,6/10/1987 0:00,665
666,732061,1987,1408.6,6/17/1987 0:00,666
667,KALSKAG,1972,2672.2,7/10/1972 0:00,667
668,DONALD,1972,2386.8,7/12/1972 0:00,668
669,VICTORIA,1972,3863.6,7/13/1972 0:00,669
670,DENPYNE,1972,1434.1,7/11/1972 0:00,670
671,Granite Tors,2010,7886.3,5/27/2010 0:00,671
672,Cascaden Ridge,2010,15177.7,5/27/2010 0:00,672
673,Holonada,2010,7909.5,6/4/2010 0:00,673
674,Grass River,2006,14879.7,7/10/2006 0:00,674
675,Imelyak,2005,7312.9,6/17/2005 0:00,675
676,CEMNE62,1993,7805.8,7/22/1993 0:00,676
677,731006,1987,1685.5,6/22/1987 0:00,677
678,GAL NE 87,1986,5776.1,7/6/1986 0:00,678
679,Crash Creek,2009,29060.4,7/4/2009 0:00,679
680,Eagle Creek 2,2009,9735.9,7/4/2009 0:00,680
681,HUS W 5,1981,12918.8,6/18/1981 0:00,681
682,WTK N 60,1984,4470,6/25/1984 0:00,682
683,IAN N 110,1984,2938.9,6/18/1984 0:00,683
684,32018,1990,287704,6/27/1990 0:00,684
685,DCKN190,1993,82831.7,7/22/1993 0:00,685
686,Bering Creek,2000,141494.8,6/14/2000 0:00,686
687,Boundary Creek,2005,131109.4,7/12/2005 0:00,687
688,Bear Creek,1999,5803.3,6/12/1999 0:00,688
689,531023,1985,9607.7,7/15/1985 0:00,689
690,Fish Lake,1950,25738.4,6/25/1950 0:00,690
691,IMURUK BASIN,1954,415050.7,6/4/1954 0:00,691
692,Tanana Village,1953,4029,7/30/1953 0:00,692
693,Cottonwood Bar,2002,13861.6,8/2/2002 0:00,693
694,Chick Mountain,2005,97134.7,8/1/2005 0:00,694
695,Moose Lake,2002,118335.2,7/17/2002 0:00,695
696,Woodchopper 2,2007,20060,6/6/2007 0:00,696
697,KIANA SE-10,1959,1867.1,6/28/1959 0:00,697
698,KHOTO MTN,1959,2149,6/28/1959 0:00,698
699,NATION NE-16,1959,3019.2,6/24/1959 0:00,699
700,INIAKUK LAKE E-8,1959,12423.2,6/27/1959 0:00,700
701,Minto,1983,26864.6,6/25/1983 0:00,701
702,FAI SW 40,1978,1629.6,6/18/1978 0:00,702
703,Tanana N8,1953,5391.7,7/29/1953 0:00,703
704,Tanalian Mt. Fire,1953,12560.5,7/4/1953 0:00,704
705,CREVICE CREEK,1957,2478.3,7/6/1957 0:00,705
706,631016,1986,1269.8,7/6/1986 0:00,706
707,DCK SE 40,1986,3995.5,7/8/1986 0:00,707
708,TOKLAT RV,1993,4363.4,7/28/1993 0:00,708
709,Porcupine,1986,13641.4,6/15/1986 0:00,709
710,MINCHUMINA NE-15,1957,7870.3,6/25/1957 0:00,710
711,BEAR CREEK,1957,1136.6,6/14/1957 0:00,711
712,INNOKO #1,1957,48201.4,6/25/1957 0:00,712
713,SELAWIK SE-40,1959,30549.2,6/28/1959 0:00,713
714,BIG DENVER,1969,383903.4,6/16/1969 0:00,714
715,AMERICA CREEK,1968,8165.9,7/26/1968 0:00,715
716,Coleen River,2006,15819,6/15/2006 0:00,716
717,Nowitna,2009,126581.6,6/13/2009 0:00,717
718,Little Mud,2009,50718.9,7/10/2009 0:00,718
719,AMOOK,1972,9227.2,7/11/1972 0:00,719
720,TAL NW 38,1981,30304.1,6/18/1981 0:00,720
721,BLAIR NE 6,1981,5037.2,6/19/1981 0:00,721
722,MCG WNW 65,1981,9312.6,6/19/1981 0:00,722
723,141007,1981,5391.1,6/19/1981 0:00,723
724,MCG S 60,1981,3892.6,6/19/1981 0:00,724
725,631043,1986,5947,7/8/1986 0:00,725
726,WEST TWIN,1976,27128,6/15/1976 0:00,726
727,GAL  S 51,1986,11888.3,7/6/1986 0:00,727
728,Shotgun Dr.,1989,5091.8,7/3/1989 0:00,728
729,VON FRANK,1957,5003.4,6/20/1957 0:00,729
730,West Fork,1986,1647.7,6/15/1986 0:00,730
731,60 Mile,1986,1262.1,6/15/1986 0:00,731
732,TAL SW 46,1994,1117.1,6/11/1994 0:00,732
733,WAPOO FIRE,1984,37361,6/9/1984 0:00,733
734,WAPOO,1968,9868.3,7/24/1968 0:00,734
735,HUNKER,1971,2937.4,7/3/1971 0:00,735
736,Dennison,1986,1078.8,7/6/1986 0:00,736
737,GAL NE 42,1986,3046.6,7/7/1986 0:00,737
738,FISH VILLAGE E-15,1962,3782,7/19/1962 0:00,738
739,Sethkokna River,1996,6216.8,6/18/1996 0:00,739
740,David Creek,1996,4795.5,6/18/1996 0:00,740
741,SALCHA TR,1990,2175,7/17/1990 0:00,741
742,Bear Fire,1997,1205.6,7/17/1997 0:00,742
743,Siruk Creek,1999,4152,7/12/1999 0:00,743
744,South Pish River,2007,2218.5,7/14/2007 0:00,744
745,Charley River,2007,2873.8,7/4/2007 0:00,745
746,Nation River,2007,2112.4,6/25/2007 0:00,746
747,OTZ NE 100,1985,5375.2,8/7/1985 0:00,747
748,SHH SE 38,1977,18267.7,7/24/1977 0:00,748
749,BLACK RIVER NO. 1,1959,21034.2,6/25/1959 0:00,749
750,CIRCLE E-15,1959,7243.3,6/25/1959 0:00,750
751,414057,1984,1543,7/2/1984 0:00,751
752,DELOME RIVER,1971,64401.2,6/26/1971 0:00,752
753,NEW IGLOO,1971,4026.8,6/26/1971 0:00,753
754,Bear Creek,2009,50896.9,6/17/2009 0:00,754
755,TEKLANIKA,1990,15878.7,5/26/1990 0:00,755
756,S.W.-Ft. Yukon,1950,11791.3,8/15/1950 0:00,756
757,DISH MOUNTAIN,2011,38510.4,5/27/2011 0:00,757
758,Crooked Creek,1996,13739.8,6/6/1996 0:00,758
759,WBQ W 34,1977,65222.1,7/21/1977 0:00,759
760,GAL W 190,1990,11840.5,7/1/1990 0:00,760
761,DCK SSW 35,1984,1445.8,6/24/1984 0:00,761
762,Anaktuvuk River,2007,256734.1,7/16/2007 0:00,762
763,Melozitna-Tozitna,1953,18759.6,6/4/1953 0:00,763
764,Aklummayuak,2005,1124.2,6/17/2005 0:00,764
765,Glacier,1991,2307.3,6/30/1991 0:00,765
766,COTTONWOOD,1968,4280.7,7/9/1968 0:00,766
767,COTTONWOOD,1969,177508.2,7/2/1969 0:00,767
768,TAG RIVER,1972,2190.9,7/10/1972 0:00,768
769,Salmon,1975,6176.2,7/28/1975 0:00,769
770,Munson Creek,1983,21677.8,6/1/1983 0:00,770
771,EILSON #1,1959,9199.8,6/18/1959 0:00,771
772,Eielson,1987,9184.9,6/23/1987 0:00,772
773,GAL NE 48,1985,1226.3,8/3/1985 0:00,773
774,TAL NW 44,1985,1534.9,8/1/1985 0:00,774
775,Preacher Creek,1951,2876.5,8/14/1951 0:00,775
776,BET E 11,1984,2385.4,5/10/1984 0:00,776
777,MHM W 55,1991,19606.1,7/15/1991 0:00,777
778,WLK SE 39,1996,1094.2,7/8/1996 0:00,778
779,Graveyard Lake,1943,41171.8,8/4/1943 0:00,779
780,Schuman House - Porcupine Rr.,1950,608614.2,5/24/1950 0:00,780
781,Snake River,2012,16566.2,11/2/2012 0:00,781
782,Sheep Creek,2014,1994.5,6/17/2014 0:00,782
783,KEEFER,1974,4654.7,7/4/1974 0:00,783
784,LONG LAKE,1972,2425.1,7/7/1972 0:00,784
785,WATER,1971,5753,6/26/1971 0:00,785
786,Lackina River Fire,1948,14069.3,7/2/1948 0:00,786
787,Little Salmon,1946,43595.8,8/7/1946 0:00,787
788,FLAT E-5 #1,1959,14728.5,6/21/1959 0:00,788
789,Kluchay,1986,6640.1,7/3/1986 0:00,789
790,KOKRINES NW-19,1959,13641.9,6/23/1959 0:00,790
791,IDITAROD #1,1959,8213,6/22/1959 0:00,791
792,IDITAROD #2,1959,6400.8,6/24/1959 0:00,792
793,TAL NE 80,1986,1878.1,7/8/1986 0:00,793
794,631053,1986,15321.6,7/8/1986 0:00,794
795,Katlitna,2009,6569.7,5/25/2009 0:00,795
796,Rock Slough,2009,62313.4,6/30/2009 0:00,796
797,Zitziana,2009,141125.7,6/17/2009 0:00,797
798,SHH SE 26,1977,7553.3,7/24/1977 0:00,798
799,KUGRUK HI,1977,261909.2,7/9/1977 0:00,799
800,GMT NW 35,1979,1222.6,6/6/1979 0:00,800
801,BCK NE 13,1979,1604.4,6/7/1979 0:00,801
802,Dawson 31,2004,7413.3,7/1/2004 0:00,802
803,Chitsia Creek,2004,1635.2,6/15/2004 0:00,803
804,Yukon,2004,2124.8,6/26/2004 0:00,804
805,Crooked #3,2002,2666.6,7/18/2002 0:00,805
806,Molly Creek,2003,2389.7,8/10/2003 0:00,806
807,Heart Mountain,2005,2596.6,6/23/2005 0:00,807
808,LIV E 19,1995,8590.6,7/17/1995 0:00,808
809,Sulukna River,2007,7919.4,5/21/2007 0:00,809
810,CROOKED CREEK SE-20,1959,79754,8/9/1959 0:00,810
811,COLORADO CREEK,1959,8095.7,6/17/1959 0:00,811
812,SLED,1973,9317.3,9/13/1973 0:00,812
813,32040,1990,1537.9,7/3/1990 0:00,813
814,Broken,1991,3222.6,6/22/1991 0:00,814
815,Lynx Creek,2002,7870.147949,8/2/2002 0:00,815
816,ROUND,1972,1629,7/9/1972 0:00,816
817,Uvgoon Creek,2004,11230.2,6/1/2004 0:00,817
818,Larsen Bay,1996,3135.1,10/13/1996 0:00,818
819,Stuver Creek,1989,3503.5,7/10/1989 0:00,819
820,Charley Creek 1,2005,73308,6/11/2005 0:00,820
821,Hammer Creek,2007,5072.9,6/10/2007 0:00,821
822,CORMICK,1957,5403.6,5/28/1957 0:00,822
823,VEE SW 24,1991,18200.8,6/22/1991 0:00,823
824,Quartz Creek #2,2004,1648.4,6/13/2004 0:00,824
825,NUYAKUK,1997,20191.4,6/25/1997 0:00,825
826,Fairplay,2006,1199.2,7/11/2006 0:00,826
827,Anderson,1942,2375.3,5/13/1942 0:00,827
828,Hammer Creek #2,2005,3209.2,6/15/2005 0:00,828
829,Kerulu Creek,2003,40728.9,6/18/2003 0:00,829
830,CHENA DOME S-3,1958,58294.4,6/1/1958 0:00,830
831,Sullivan,2008,1361.4,6/6/2008 0:00,831
832,No Creek,1986,10963,7/5/1986 0:00,832
833,Von Frank,1986,1200.4,7/4/1986 0:00,833
834,ROSIE CREEK,1983,6848.9,5/29/1983 0:00,834
835,304001,1983,2614.2,6/13/1983 0:00,835
836,SLEET,1977,22504.5,7/24/1977 0:00,836
837,MUD FIRE,1984,10026,6/6/1984 0:00,837
838,MCG NW 60,1984,3586.3,6/27/1984 0:00,838
839,Spurs,2002,63931.5,5/15/2002 0:00,839
840,MEADOW,1990,30041.1,7/1/1990 0:00,840
841,DEACON`S #3,1957,14600,7/3/1957 0:00,841
842,Scottie Mtn,1991,2653.4,6/23/1991 0:00,842
843,OTZ NW 70,1994,2794,6/13/1994 0:00,843
844,132562,1991,145013.7,6/30/1991 0:00,844
845,Venetie,1950,600995.7,5/24/1950 0:00,845
846,FYU NE 50,1988,119960.2,6/27/1988 0:00,846
847,FYU NE 65,1991,21397,7/20/1991 0:00,847
848,Sheenjek,1953,68663.6,7/11/1953 0:00,848
849,ANACONDA CREEK,1967,1492,6/15/1967 0:00,849
850,REDMOND CREEK,1968,1241.9,7/23/1968 0:00,850
851,IMPACT,1974,14063.3,9/6/1974 0:00,851
852,OTZ NE 100,1983,1970.4,7/7/1983 0:00,852
853,414012,1984,1704.3,6/18/1984 0:00,853
854,EAA N 47,1991,2630.1,7/6/1991 0:00,854
855,Yellow Creek,1996,8765.6,6/21/1996 0:00,855
856,Glacier Creek,1984,2521.9,6/7/1984 0:00,856
857,WLK SE 40,1996,2585.1,7/6/1996 0:00,857
858,DCK S 25,1988,11021.5,7/13/1988 0:00,858
859,NIXON FORK,1957,5971.5,7/6/1957 0:00,859
860,WALDEN FORK,1957,47105.3,7/3/1957 0:00,860
861,RAINBOW CAMP,1956,8180.3,7/11/1956 0:00,861
862,FORAKER,1997,2928.8,7/1/1997 0:00,862
863,CIK N 40,1986,12154.2,7/1/1986 0:00,863
864,CEM E 90,1990,2010.8,7/16/1990 0:00,864
865,Camp Lake,1997,1913.3,7/1/1997 0:00,865
866,Simels,1997,347860.6,6/7/1997 0:00,866
867,DOMINION,1997,3103.3,7/22/1997 0:00,867
868,Nulato #3,2005,14404.8,7/27/2005 0:00,868
869,Shiniliaok #2,2005,1473.1,6/16/2005 0:00,869
870,Moose Creek,2002,5275.299805,6/21/2002 0:00,870
871,Galatea Creek,2002,74506,5/22/2002 0:00,871
872,Jim River #3,2005,17375,6/13/2005 0:00,872
873,Hillbilly,2001,1475.2,9/27/2001 0:00,873
874,Geskakmina Lake,2002,257530.8,6/8/2002 0:00,874
875,Washington Cr.,2005,42933.1,5/24/2005 0:00,875
876,Bear Creek,2002,59941.5,5/26/2002 0:00,876
877,Sischu,2002,128974.5,6/5/2002 0:00,877
878,Titna River,2005,6578.6,8/10/2005 0:00,878
879,Stuyahok,2005,5167.5,8/16/2005 0:00,879
880,North Dag,2004,419884.1,6/12/2004 0:00,880
881,Black Hills,2003,42742.6,7/16/2003 0:00,881
882,Thursday Creek,2002,1701.2,7/16/2002 0:00,882
883,Dulbi Slough #2,2004,1003.1,7/25/2004 0:00,883
884,Lucky Creek,2004,48231.5,7/3/2004 0:00,884
885,GAL NE 45,1990,2136.1,7/3/1990 0:00,885
886,GEORGE RIVER,1997,92810.8,6/26/1997 0:00,886
887,George,1991,3816.5,6/30/1991 0:00,887
888,LOOKOUT,1972,7706.2,7/8/1972 0:00,888
889,JUNO,1968,1182,7/27/1968 0:00,889
890,GRAY,1974,2321,6/23/1974 0:00,890
891,ROCKY BOTTOM,1972,6421.9,7/2/1972 0:00,891
892,Chitanana River,1996,59048.1,6/17/1996 0:00,892
893,NIITLTOKTALOGI,1969,460043.6,7/3/1969 0:00,893
894,WINTER TRAIL,1968,5718.1,7/21/1968 0:00,894
895,GARFIELD CREEK,1997,76851.7,7/22/1997 0:00,895
896,HSL NNW 37,1991,14208.2,6/23/1991 0:00,896
897,SODA,1990,10357.9,7/1/1990 0:00,897
898,DEADWOOD,1997,5762.3,7/20/1997 0:00,898
899,HANK RIVER,1972,12234.6,7/8/1972 0:00,899
900,TROOPER,1969,2361.3,6/25/1969 0:00,900
901,SANDHILL,1969,1292.7,7/1/1969 0:00,901
902,BILLY GOAT,1968,33079.5,7/23/1968 0:00,902
903,Sheenjek River,2005,113282,6/12/2005 0:00,903
904,Winter Trail,2004,332096.5,6/15/2004 0:00,904
905,Boulder Creek,2004,63057.4,6/29/2004 0:00,905
906,Wood River,2004,6993,7/17/2004 0:00,906
907,HUS NW 23,1985,14583.4,7/31/1985 0:00,907
908,COSNA,1975,26441.9,7/8/1975 0:00,908
909,ELLIE,1974,2444.7,8/4/1974 0:00,909
910,KOKTULI,1957,2705.6,7/19/1957 0:00,910
911,NIKABUNA LAKES,1957,15646,7/1/1957 0:00,911
912,Kulukbuk,1991,4459.6,7/3/1991 0:00,912
913,631484,1996,1066.7,6/18/1996 0:00,913
914,PREACHER CREEK,1954,4474.9,8/11/1954 0:00,914
915,PAIMIUT,1954,354350.8,6/15/1954 0:00,915
916,DUBLI,1954,1281,5/31/1954 0:00,916
